date,security_des,contract_month,put_call,strike_px,open_int,oi_chg,px_settle,px_volume
2025-12-04,CTN6P    66,Jul 2026,P,,709,0,2.72,0
2025-12-04,CTN6P    67,Jul 2026,P,,400,0,3.28,0
2025-12-04,CTN6P    68,Jul 2026,P,,300,0,3.89,0
2025-12-04,CTN6P    69,Jul 2026,P,,21,0,4.56,0
2025-12-04,CTN6P    70,Jul 2026,P,,378,0,5.27,0
2025-12-04,CTN6P    71,Jul 2026,P,,100,0,6.03,0
2025-12-04,CTN6P    73,Jul 2026,P,,135,0,7.65,0
2025-12-04,CTN6P    80,Jul 2026,P,,1,0,14.0,0
2025-12-04,CTN7C    69,Jul 2027,,,1,0,5.07,0
2025-12-04,CTN7C    70,Jul 2027,,,4,0,4.65,0
2025-12-04,CTN7C    71,Jul 2027,,,3,0,4.27,0
2025-12-04,CTU6C    68,Sep 2026,,,175,0,2.77,0
2025-12-04,CTU6C    69,Sep 2026,,,120,0,2.4,0
2025-12-04,CTU6C    70,Sep 2026,,,1675,0,2.07,0
2025-12-04,CTU6C    71,Sep 2026,,,585,0,1.79,0
2025-12-04,CTU6C    72,Sep 2026,,,195,0,1.56,0
2025-12-04,CTU6C    73,Sep 2026,,,419,0,1.36,0
2025-12-04,CTU6C    74,Sep 2026,,,20,0,1.19,0
2025-12-04,CTU6C    75,Sep 2026,,,650,0,1.04,0
2025-12-04,CTU6C    79,Sep 2026,,,500,0,0.64,0
2025-12-04,CTU6C    80,Sep 2026,,,601,0,0.57,0
2025-12-04,CTU6P    55,Sep 2026,P,,55,0,0.12,0
2025-12-04,CTU6P    62,Sep 2026,P,,150,0,0.77,0
2025-12-04,CTU6P    64,Sep 2026,P,,250,0,1.31,0
2025-12-04,CTU6P    65,Sep 2026,P,,380,0,1.66,0
2025-12-04,CTU6P    66,Sep 2026,P,,120,0,2.09,0
2025-12-04,CTU6P    67,Sep 2026,P,,56,0,2.57,0
2025-12-04,CTU6P    68,Sep 2026,P,,260,0,3.12,0
2025-12-04,CTU6P    69,Sep 2026,P,,200,0,3.72,0
2025-12-04,CTU6P    71,Sep 2026,P,,45,0,5.09,0
2025-12-04,CTX6C    72,Nov 2026,,,154,0,1.94,0
2025-12-04,CTX6C    73,Nov 2026,,,9,0,1.72,0
2025-12-04,CTX6C    74,Nov 2026,,,20,0,1.53,0
2025-12-04,CTX6C    75,Nov 2026,,,175,0,1.37,0
2025-12-04,CTX6P    65,Nov 2026,P,,175,0,2.06,0
2025-12-04,CTX6P    66,Nov 2026,P,,75,0,2.5,0
2025-12-04,CTZ6C    100,Dec 2026,,,501,0,0.21,0
2025-12-04,CTZ6C    65,Dec 2026,,,100,0,4.86,0
2025-12-04,CTZ6C    66,Dec 2026,,,1,0,4.33,0
2025-12-04,CTZ6C    67,Dec 2026,,,150,0,3.86,0
2025-12-04,CTZ6C    68,Dec 2026,,,1901,0,3.43,0
2025-12-04,CTZ6C    69,Dec 2026,,,2750,0,3.05,16
2025-12-04,CTZ6C    70,Dec 2026,,,6189,40,2.71,40
2025-12-04,CTZ6C    71,Dec 2026,,,682,0,2.42,0
2025-12-04,CTZ6C    72,Dec 2026,,,705,0,2.16,0
2025-12-04,CTZ6C    73,Dec 2026,,,737,0,1.93,0
2025-12-04,CTZ6C    74,Dec 2026,,,1040,0,1.72,0
2025-12-04,CTZ6C    75,Dec 2026,,,2123,479,1.55,525
2025-12-04,CTZ6C    76,Dec 2026,,,8,0,1.39,0
2025-12-04,CTZ6C    78,Dec 2026,,,98,0,1.13,0
2025-12-04,CTZ6C    80,Dec 2026,,,3347,0,0.93,0
2025-12-04,CTZ6C    81,Dec 2026,,,30,0,0.85,0
2025-12-04,CTZ6C    84,Dec 2026,,,300,0,0.65,0
2025-12-04,CTZ6C    85,Dec 2026,,,1135,0,0.6,0
2025-12-04,CTZ6C    90,Dec 2026,,,703,0,0.41,100
2025-12-04,CTZ6C    95,Dec 2026,,,903,0,0.29,0
2025-12-04,CTZ6P    50,Dec 2026,P,,15,0,0.11,0
2025-12-04,CTZ6P    55,Dec 2026,P,,4,0,0.25,0
2025-12-04,CTZ6P    59,Dec 2026,P,,300,0,0.62,0
2025-12-04,CTZ6P    60,Dec 2026,P,,525,,0.79,525
2025-12-04,CTZ6P    61,Dec 2026,P,,1537,0,0.99,0
2025-12-04,CTZ6P    62,Dec 2026,P,,110,0,1.24,22
2025-12-04,CTZ6P    63,Dec 2026,P,,834,0,1.53,0
2025-12-04,CTZ6P    64,Dec 2026,P,,2392,0,1.87,0
2025-12-04,CTZ6P    65,Dec 2026,P,,964,25,2.27,25
2025-12-04,CTZ6P    66,Dec 2026,P,,400,0,2.72,0
2025-12-04,CTZ6P    67,Dec 2026,P,,515,0,3.22,0
2025-12-04,CTZ6P    68,Dec 2026,P,,1290,0,3.77,0
2025-12-04,CTZ6P    69,Dec 2026,P,,373,0,4.37,0
2025-12-04,CTZ6P    72,Dec 2026,P,,4,0,6.41,0
2025-12-04,CTZ6P    75,Dec 2026,P,,5,0,8.75,0
2025-12-04,CTZ6P    80,Dec 2026,P,,22,0,13.06,0
2025-12-05,CTH7C    71,Mar 2027,,,250,0,2.94,0
2025-12-05,CTH7C    73,Mar 2027,,,100,0,2.38,0
2025-12-05,CTN6C    100,Jul 2026,,,1,0,0.09,0
2025-12-05,CTN6C    150,Jul 2026,,,34,0,0.03,0
2025-12-05,CTN6C    175,Jul 2026,,,5,0,0.02,0
2025-12-05,CTN6C    200,Jul 2026,,,350,0,0.02,0
2025-12-05,CTN6C    250,Jul 2026,,,50,0,0.01,0
2025-12-05,CTN6C    300,Jul 2026,,,350,0,0.01,0
2025-12-05,CTN6C    60,Jul 2026,,,9,0,6.66,0
2025-12-05,CTN6C    63,Jul 2026,,,2,0,4.48,0
2025-12-05,CTN6C    64,Jul 2026,,,4,0,3.87,0
2025-12-05,CTN6C    65,Jul 2026,,,100,0,3.33,0
2025-12-05,CTN6C    66,Jul 2026,,,105,0,2.86,0
2025-12-05,CTN6C    67,Jul 2026,,,332,2,2.45,2
2025-12-05,CTN6C    68,Jul 2026,,,206,0,2.1,0
2025-12-05,CTN6C    69,Jul 2026,,,439,0,1.8,0
2025-12-05,CTN6C    70,Jul 2026,,,2245,397,1.54,579
2025-12-05,CTN6C    71,Jul 2026,,,358,0,1.32,0
2025-12-05,CTN6C    72,Jul 2026,,,1441,-1,1.13,1
2025-12-05,CTN6C    73,Jul 2026,,,205,0,0.97,0
2025-12-05,CTN6C    74,Jul 2026,,,1394,0,0.83,0
2025-12-05,CTN6C    75,Jul 2026,,,2581,5,0.72,6
2025-12-05,CTN6C    76,Jul 2026,,,490,0,0.62,0
2025-12-05,CTN6C    77,Jul 2026,,,1590,360,0.54,400
2025-12-05,CTN6C    78,Jul 2026,,,741,0,0.48,0
2025-12-05,CTN6C    79,Jul 2026,,,150,0,0.42,0
2025-12-05,CTN6C    80,Jul 2026,,,928,0,0.38,25
2025-12-05,CTN6C    81,Jul 2026,,,300,0,0.34,0
2025-12-05,CTN6C    82,Jul 2026,,,101,0,0.31,0
2025-12-05,CTN6C    84,Jul 2026,,,70,0,0.25,0
2025-12-05,CTN6C    85,Jul 2026,,,110,0,0.23,0
2025-12-05,CTN6C    88,Jul 2026,,,40,0,0.18,0
2025-12-05,CTN6C    90,Jul 2026,,,1075,0,0.16,0
2025-12-05,CTN6P    50,Jul 2026,P,,106,0,0.05,0
2025-12-05,CTN6P    52,Jul 2026,P,,7,0,0.07,0
2025-12-05,CTN6P    55,Jul 2026,P,,17,0,0.17,0
2025-12-05,CTN6P    59,Jul 2026,P,,40,0,0.53,0
2025-12-05,CTN6P    60,Jul 2026,P,,273,0,0.7,0
2025-12-05,CTN6P    62,Jul 2026,P,,5,0,1.17,0
2025-12-05,CTN6P    63,Jul 2026,P,,814,0,1.49,0
2025-12-05,CTN6P    64,Jul 2026,P,,259,0,1.87,0
2025-12-05,CTN6P    65,Jul 2026,P,,945,0,2.32,0
2025-12-05,CTN6P    66,Jul 2026,P,,709,0,2.83,0
2025-12-05,CTN6P    67,Jul 2026,P,,400,0,3.4,0
2025-12-05,CTN6P    68,Jul 2026,P,,300,0,4.04,0
2025-12-05,CTN6P    69,Jul 2026,P,,21,0,4.73,0
2025-12-05,CTN6P    70,Jul 2026,P,,378,0,5.46,0
2025-12-05,CTN6P    71,Jul 2026,P,,100,0,6.23,0
2025-12-05,CTN6P    73,Jul 2026,P,,135,0,7.86,0
2025-12-05,CTN6P    80,Jul 2026,P,,1,0,14.22,0
2025-12-05,CTN7C    69,Jul 2027,,,1,0,5.0,0
2025-12-05,CTN7C    70,Jul 2027,,,4,0,4.59,0
2025-12-05,CTN7C    71,Jul 2027,,,3,0,4.21,0
2025-12-05,CTU6C    68,Sep 2026,,,175,0,2.72,0
2025-12-05,CTU6C    69,Sep 2026,,,120,0,2.35,0
2025-12-05,CTU6C    70,Sep 2026,,,1675,0,2.03,0
2025-12-05,CTU6C    71,Sep 2026,,,585,0,1.76,0
2025-12-05,CTU6C    72,Sep 2026,,,195,0,1.53,0
2025-12-05,CTU6C    73,Sep 2026,,,419,0,1.33,0
2025-12-05,CTU6C    74,Sep 2026,,,20,0,1.16,0
2025-12-05,CTU6C    75,Sep 2026,,,650,0,1.02,0
2025-12-05,CTU6C    79,Sep 2026,,,500,0,0.63,0
2025-12-05,CTU6C    80,Sep 2026,,,601,0,0.56,0
2025-12-05,CTU6P    55,Sep 2026,P,,55,0,0.13,0
2025-12-05,CTU6P    62,Sep 2026,P,,150,0,0.8,0
2025-12-05,CTU6P    64,Sep 2026,P,,250,0,1.35,0
2025-12-05,CTU6P    65,Sep 2026,P,,380,0,1.72,0
2025-12-05,CTU6P    66,Sep 2026,P,,120,0,2.15,0
2025-12-05,CTU6P    67,Sep 2026,P,,56,0,2.64,0
2025-12-05,CTU6P    68,Sep 2026,P,,260,0,3.2,0
2025-12-05,CTU6P    69,Sep 2026,P,,200,0,3.81,0
2025-12-05,CTU6P    71,Sep 2026,P,,45,0,5.19,0
2025-12-05,CTX6C    72,Nov 2026,,,154,0,1.9,0
2025-12-05,CTX6C    73,Nov 2026,,,9,0,1.69,0
2025-12-05,CTX6C    74,Nov 2026,,,20,0,1.5,0
2025-12-05,CTX6C    75,Nov 2026,,,175,0,1.34,0
2025-12-05,CTX6P    65,Nov 2026,P,,175,0,2.1,0
2025-12-05,CTX6P    66,Nov 2026,P,,75,0,2.55,0
2025-12-05,CTZ6C    100,Dec 2026,,,501,0,0.23,0
2025-12-05,CTZ6C    65,Dec 2026,,,100,0,4.67,0
2025-12-05,CTZ6C    66,Dec 2026,,,1,0,4.17,0
2025-12-05,CTZ6C    67,Dec 2026,,,150,0,3.72,0
2025-12-05,CTZ6C    68,Dec 2026,,,1901,0,3.32,0
2025-12-05,CTZ6C    69,Dec 2026,,,2750,0,2.96,0
2025-12-05,CTZ6C    70,Dec 2026,,,6207,18,2.65,18
2025-12-05,CTZ6C    71,Dec 2026,,,682,0,2.36,0
2025-12-05,CTZ6C    72,Dec 2026,,,705,0,2.11,0
2025-12-05,CTZ6C    73,Dec 2026,,,737,0,1.88,0
2025-12-05,CTZ6C    74,Dec 2026,,,1040,0,1.69,0
2025-12-05,CTZ6C    75,Dec 2026,,,2123,0,1.52,0
2025-12-05,CTZ6C    76,Dec 2026,,,8,0,1.37,0
2025-12-05,CTZ6C    78,Dec 2026,,,98,0,1.12,0
2025-12-05,CTZ6C    80,Dec 2026,,,3347,0,0.92,0
2025-12-05,CTZ6C    81,Dec 2026,,,30,0,0.84,0
2025-12-05,CTZ6C    84,Dec 2026,,,300,0,0.65,0
2025-12-05,CTZ6C    85,Dec 2026,,,1135,0,0.6,0
2025-12-05,CTZ6C    90,Dec 2026,,,703,0,0.41,0
2025-12-05,CTZ6C    95,Dec 2026,,,903,0,0.3,0
2025-12-05,CTZ6P    50,Dec 2026,P,,15,0,0.1,0
2025-12-05,CTZ6P    55,Dec 2026,P,,4,0,0.25,0
2025-12-05,CTZ6P    59,Dec 2026,P,,300,0,0.61,0
2025-12-05,CTZ6P    60,Dec 2026,P,,525,0,0.76,0
2025-12-05,CTZ6P    61,Dec 2026,P,,1537,0,0.95,0
2025-12-05,CTZ6P    62,Dec 2026,P,,110,0,1.18,0
2025-12-05,CTZ6P    63,Dec 2026,P,,904,70,1.46,110
2025-12-05,CTZ6P    64,Dec 2026,P,,2392,0,1.81,0
2025-12-05,CTZ6P    65,Dec 2026,P,,964,0,2.21,0
2025-12-05,CTZ6P    66,Dec 2026,P,,400,0,2.69,0
2025-12-05,CTZ6P    67,Dec 2026,P,,515,0,3.22,0
2025-12-05,CTZ6P    68,Dec 2026,P,,1290,0,3.8,0
2025-12-05,CTZ6P    69,Dec 2026,P,,373,0,4.42,0
2025-12-05,CTZ6P    72,Dec 2026,P,,4,0,6.5,0
2025-12-05,CTZ6P    75,Dec 2026,P,,5,0,8.86,0
2025-12-05,CTZ6P    80,Dec 2026,P,,22,0,13.19,0
2025-12-08,CTH7C    71,Mar 2027,,,250,0,2.97,0
2025-12-08,CTH7C    73,Mar 2027,,,100,0,2.41,0
2025-12-08,CTN6C    100,Jul 2026,,,1,0,0.1,0
2025-12-08,CTN6C    150,Jul 2026,,,34,0,0.04,0
2025-12-08,CTN6C    175,Jul 2026,,,5,0,0.03,0
2025-12-08,CTN6C    200,Jul 2026,,,350,0,0.02,0
2025-12-08,CTN6C    250,Jul 2026,,,50,0,0.02,0
2025-12-08,CTN6C    300,Jul 2026,,,350,0,0.01,0
2025-12-08,CTN6C    60,Jul 2026,,,9,0,6.45,0
2025-12-08,CTN6C    63,Jul 2026,,,2,0,4.28,0
2025-12-08,CTN6C    64,Jul 2026,,,4,0,3.68,0
2025-12-08,CTN6C    65,Jul 2026,,,100,0,3.17,0
2025-12-08,CTN6C    66,Jul 2026,,,105,0,2.72,4
2025-12-08,CTN6C    67,Jul 2026,,,336,4,2.32,4
2025-12-08,CTN6C    68,Jul 2026,,,206,0,1.98,0
2025-12-08,CTN6C    69,Jul 2026,,,439,0,1.68,2
2025-12-08,CTN6C    70,Jul 2026,,,2377,132,1.43,587
2025-12-08,CTN6C    71,Jul 2026,,,358,0,1.23,0
2025-12-08,CTN6C    72,Jul 2026,,,1726,285,1.05,530
2025-12-08,CTN6C    73,Jul 2026,,,205,0,0.9,0
2025-12-08,CTN6C    74,Jul 2026,,,1394,0,0.77,0
2025-12-08,CTN6C    75,Jul 2026,,,2581,0,0.67,0
2025-12-08,CTN6C    76,Jul 2026,,,490,0,0.58,0
2025-12-08,CTN6C    77,Jul 2026,,,1590,0,0.5,0
2025-12-08,CTN6C    78,Jul 2026,,,741,0,0.45,0
2025-12-08,CTN6C    79,Jul 2026,,,150,0,0.4,0
2025-12-08,CTN6C    80,Jul 2026,,,928,0,0.36,5
2025-12-08,CTN6C    81,Jul 2026,,,300,0,0.32,0
2025-12-08,CTN6C    82,Jul 2026,,,101,0,0.29,0
2025-12-08,CTN6C    84,Jul 2026,,,70,0,0.24,0
2025-12-08,CTN6C    85,Jul 2026,,,110,0,0.23,0
2025-12-08,CTN6C    88,Jul 2026,,,40,0,0.18,0
2025-12-08,CTN6C    90,Jul 2026,,,1075,0,0.16,0
2025-12-08,CTN6P    50,Jul 2026,P,,106,0,0.06,0
2025-12-08,CTN6P    52,Jul 2026,P,,7,0,0.09,0
2025-12-08,CTN6P    55,Jul 2026,P,,17,0,0.19,0
2025-12-08,CTN6P    58,Jul 2026,P,,60,,0.42,60
2025-12-08,CTN6P    59,Jul 2026,P,,40,0,0.55,0
2025-12-08,CTN6P    60,Jul 2026,P,,523,250,0.72,250
2025-12-08,CTN6P    62,Jul 2026,P,,5,0,1.19,0
2025-12-08,CTN6P    63,Jul 2026,P,,814,0,1.51,0
2025-12-08,CTN6P    64,Jul 2026,P,,509,250,1.91,250
2025-12-08,CTN6P    65,Jul 2026,P,,945,0,2.38,0
2025-12-08,CTN6P    66,Jul 2026,P,,709,0,2.91,0
2025-12-08,CTN6P    67,Jul 2026,P,,400,0,3.5,0
2025-12-08,CTN6P    68,Jul 2026,P,,300,0,4.15,0
2025-12-08,CTN6P    69,Jul 2026,P,,21,0,4.84,0
2025-12-08,CTN6P    70,Jul 2026,P,,378,0,5.58,0
2025-12-08,CTN6P    71,Jul 2026,P,,100,0,6.36,0
2025-12-08,CTN6P    73,Jul 2026,P,,135,0,8.02,0
2025-12-08,CTN6P    80,Jul 2026,P,,1,0,14.43,0
2025-12-08,CTN7C    69,Jul 2027,,,1,0,5.11,0
2025-12-08,CTN7C    70,Jul 2027,,,4,0,4.7,0
2025-12-08,CTN7C    71,Jul 2027,,,3,0,4.32,0
2025-12-08,CTU6C    68,Sep 2026,,,175,0,2.67,0
2025-12-08,CTU6C    69,Sep 2026,,,120,0,2.31,0
2025-12-08,CTU6C    70,Sep 2026,,,1675,0,2.0,0
2025-12-08,CTU6C    71,Sep 2026,,,585,0,1.73,0
2025-12-08,CTU6C    72,Sep 2026,,,195,0,1.5,0
2025-12-08,CTU6C    73,Sep 2026,,,419,0,1.31,0
2025-12-08,CTU6C    74,Sep 2026,,,20,0,1.15,0
2025-12-08,CTU6C    75,Sep 2026,,,650,0,1.01,0
2025-12-08,CTU6C    79,Sep 2026,,,500,0,0.62,0
2025-12-08,CTU6C    80,Sep 2026,,,601,0,0.56,0
2025-12-08,CTU6P    55,Sep 2026,P,,55,0,0.13,0
2025-12-08,CTU6P    62,Sep 2026,P,,150,0,0.82,0
2025-12-08,CTU6P    64,Sep 2026,P,,250,0,1.39,0
2025-12-08,CTU6P    65,Sep 2026,P,,380,0,1.76,0
2025-12-08,CTU6P    66,Sep 2026,P,,120,0,2.2,0
2025-12-08,CTU6P    67,Sep 2026,P,,56,0,2.7,0
2025-12-08,CTU6P    68,Sep 2026,P,,260,0,3.26,0
2025-12-08,CTU6P    69,Sep 2026,P,,200,0,3.88,0
2025-12-08,CTU6P    71,Sep 2026,P,,45,0,5.27,0
2025-12-08,CTX6C    72,Nov 2026,,,154,0,1.86,0
2025-12-08,CTX6C    73,Nov 2026,,,9,0,1.65,0
2025-12-08,CTX6C    74,Nov 2026,,,20,0,1.46,0
2025-12-08,CTX6C    75,Nov 2026,,,175,0,1.3,0
2025-12-08,CTX6P    65,Nov 2026,P,,175,0,2.13,0
2025-12-08,CTX6P    66,Nov 2026,P,,75,0,2.59,0
2025-12-08,CTZ6C    100,Dec 2026,,,501,0,0.23,0
2025-12-08,CTZ6C    65,Dec 2026,,,100,0,4.65,0
2025-12-08,CTZ6C    66,Dec 2026,,,1,0,4.16,0
2025-12-08,CTZ6C    67,Dec 2026,,,150,0,3.72,0
2025-12-08,CTZ6C    68,Dec 2026,,,1901,0,3.32,0
2025-12-08,CTZ6C    69,Dec 2026,,,2750,0,2.97,0
2025-12-08,CTZ6C    70,Dec 2026,,,6207,0,2.66,0
2025-12-08,CTZ6C    71,Dec 2026,,,682,0,2.38,0
2025-12-08,CTZ6C    72,Dec 2026,,,705,0,2.13,0
2025-12-08,CTZ6C    73,Dec 2026,,,737,0,1.91,0
2025-12-08,CTZ6C    74,Dec 2026,,,1040,0,1.71,0
2025-12-08,CTZ6C    75,Dec 2026,,,2823,700,1.54,700
2025-12-08,CTZ6C    76,Dec 2026,,,8,0,1.39,0
2025-12-08,CTZ6C    78,Dec 2026,,,98,0,1.15,0
2025-12-08,CTZ6C    80,Dec 2026,,,3347,0,0.96,0
2025-12-08,CTZ6C    81,Dec 2026,,,30,0,0.88,0
2025-12-08,CTZ6C    84,Dec 2026,,,300,0,0.68,0
2025-12-08,CTZ6C    85,Dec 2026,,,1135,0,0.63,0
2025-12-08,CTZ6C    90,Dec 2026,,,703,0,0.44,0
2025-12-08,CTZ6C    95,Dec 2026,,,903,0,0.31,0
2025-12-08,CTZ6P    50,Dec 2026,P,,15,0,0.14,0
2025-12-08,CTZ6P    55,Dec 2026,P,,4,0,0.28,0
2025-12-08,CTZ6P    59,Dec 2026,P,,300,0,0.65,0
2025-12-08,CTZ6P    60,Dec 2026,P,,1225,700,0.82,700
2025-12-08,CTZ6P    61,Dec 2026,P,,1537,0,1.02,0
2025-12-08,CTZ6P    62,Dec 2026,P,,210,100,1.26,100
2025-12-08,CTZ6P    63,Dec 2026,P,,904,0,1.56,0
2025-12-08,CTZ6P    64,Dec 2026,P,,2392,0,1.9,0
2025-12-08,CTZ6P    65,Dec 2026,P,,964,0,2.31,0
2025-12-08,CTZ6P    66,Dec 2026,P,,400,0,2.79,0
2025-12-08,CTZ6P    67,Dec 2026,P,,515,0,3.32,0
2025-12-08,CTZ6P    68,Dec 2026,P,,1290,0,3.91,0
2025-12-08,CTZ6P    69,Dec 2026,P,,373,0,4.54,0
2025-12-08,CTZ6P    72,Dec 2026,P,,4,0,6.63,0
2025-12-08,CTZ6P    75,Dec 2026,P,,5,0,8.99,0
2025-12-08,CTZ6P    80,Dec 2026,P,,22,0,13.34,0
2025-12-09,CTH7C    71,Mar 2027,,,250,0,3.0,0
2025-12-09,CTH7C    73,Mar 2027,,,100,0,2.43,0
2025-12-09,CTN6C    100,Jul 2026,,,1,0,0.1,0
2025-12-09,CTN6C    150,Jul 2026,,,34,0,0.04,0
2025-12-09,CTN6C    175,Jul 2026,,,5,0,0.03,0
2025-12-09,CTN6C    200,Jul 2026,,,350,0,0.02,0
2025-12-09,CTN6C    250,Jul 2026,,,100,50,0.01,50
2025-12-09,CTN6C    300,Jul 2026,,,350,0,0.01,0
2025-12-09,CTN6C    60,Jul 2026,,,9,0,6.51,0
2025-12-09,CTN6C    63,Jul 2026,,,2,0,4.33,0
2025-12-09,CTN6C    64,Jul 2026,,,4,0,3.73,0
2025-12-09,CTN6C    65,Jul 2026,,,100,0,3.2,0
2025-12-09,CTN6C    66,Jul 2026,,,105,0,2.74,0
2025-12-09,CTN6C    67,Jul 2026,,,336,0,2.33,0
2025-12-09,CTN6C    68,Jul 2026,,,223,17,1.98,17
2025-12-09,CTN6C    69,Jul 2026,,,439,0,1.69,0
2025-12-09,CTN6C    70,Jul 2026,,,2397,20,1.43,75
2025-12-09,CTN6C    71,Jul 2026,,,358,0,1.22,0
2025-12-09,CTN6C    72,Jul 2026,,,1726,0,1.04,0
2025-12-09,CTN6C    73,Jul 2026,,,205,0,0.89,0
2025-12-09,CTN6C    74,Jul 2026,,,1394,0,0.76,0
2025-12-09,CTN6C    75,Jul 2026,,,2581,0,0.66,0
2025-12-09,CTN6C    76,Jul 2026,,,490,0,0.57,0
2025-12-09,CTN6C    77,Jul 2026,,,1590,0,0.5,0
2025-12-09,CTN6C    78,Jul 2026,,,741,0,0.45,0
2025-12-09,CTN6C    79,Jul 2026,,,150,0,0.4,0
2025-12-09,CTN6C    80,Jul 2026,,,1028,100,0.35,100
2025-12-09,CTN6C    81,Jul 2026,,,300,0,0.32,0
2025-12-09,CTN6C    82,Jul 2026,,,101,0,0.29,0
2025-12-09,CTN6C    84,Jul 2026,,,70,0,0.24,0
2025-12-09,CTN6C    85,Jul 2026,,,110,0,0.22,0
2025-12-09,CTN6C    88,Jul 2026,,,40,0,0.18,0
2025-12-09,CTN6C    90,Jul 2026,,,1173,98,0.15,100
2025-12-09,CTN6P    50,Jul 2026,P,,106,0,0.05,0
2025-12-09,CTN6P    52,Jul 2026,P,,7,0,0.08,0
2025-12-09,CTN6P    55,Jul 2026,P,,17,0,0.16,0
2025-12-09,CTN6P    58,Jul 2026,P,,60,0,0.38,0
2025-12-09,CTN6P    59,Jul 2026,P,,40,0,0.51,0
2025-12-09,CTN6P    60,Jul 2026,P,,523,0,0.67,0
2025-12-09,CTN6P    62,Jul 2026,P,,5,0,1.14,0
2025-12-09,CTN6P    63,Jul 2026,P,,814,0,1.46,0
2025-12-09,CTN6P    64,Jul 2026,P,,509,0,1.84,0
2025-12-09,CTN6P    65,Jul 2026,P,,945,0,2.3,0
2025-12-09,CTN6P    66,Jul 2026,P,,709,0,2.83,0
2025-12-09,CTN6P    67,Jul 2026,P,,400,0,3.41,0
2025-12-09,CTN6P    68,Jul 2026,P,,300,0,4.05,0
2025-12-09,CTN6P    69,Jul 2026,P,,21,0,4.74,0
2025-12-09,CTN6P    70,Jul 2026,P,,378,0,5.47,0
2025-12-09,CTN6P    71,Jul 2026,P,,100,0,6.25,0
2025-12-09,CTN6P    73,Jul 2026,P,,135,0,7.9,0
2025-12-09,CTN6P    80,Jul 2026,P,,1,0,14.32,0
2025-12-09,CTN7C    69,Jul 2027,,,1,0,5.13,0
2025-12-09,CTN7C    70,Jul 2027,,,4,0,4.71,0
2025-12-09,CTN7C    71,Jul 2027,,,3,0,4.33,0
2025-12-09,CTU6C    68,Sep 2026,,,175,0,2.72,0
2025-12-09,CTU6C    69,Sep 2026,,,120,0,2.35,0
2025-12-09,CTU6C    70,Sep 2026,,,1675,0,2.03,0
2025-12-09,CTU6C    71,Sep 2026,,,585,0,1.76,0
2025-12-09,CTU6C    72,Sep 2026,,,195,0,1.53,0
2025-12-09,CTU6C    73,Sep 2026,,,419,0,1.33,0
2025-12-09,CTU6C    74,Sep 2026,,,20,0,1.16,0
2025-12-09,CTU6C    75,Sep 2026,,,650,0,1.02,0
2025-12-09,CTU6C    79,Sep 2026,,,500,0,0.63,0
2025-12-09,CTU6C    80,Sep 2026,,,601,0,0.57,0
2025-12-09,CTU6P    55,Sep 2026,P,,55,0,0.12,0
2025-12-09,CTU6P    62,Sep 2026,P,,150,0,0.8,0
2025-12-09,CTU6P    64,Sep 2026,P,,250,0,1.34,0
2025-12-09,CTU6P    65,Sep 2026,P,,380,0,1.71,0
2025-12-09,CTU6P    66,Sep 2026,P,,120,0,2.14,0
2025-12-09,CTU6P    67,Sep 2026,P,,56,0,2.63,0
2025-12-09,CTU6P    68,Sep 2026,P,,260,0,3.19,0
2025-12-09,CTU6P    69,Sep 2026,P,,200,0,3.8,0
2025-12-09,CTU6P    71,Sep 2026,P,,45,0,5.17,0
2025-12-09,CTX6C    72,Nov 2026,,,154,0,1.89,0
2025-12-09,CTX6C    73,Nov 2026,,,9,0,1.67,0
2025-12-09,CTX6C    74,Nov 2026,,,20,0,1.49,0
2025-12-09,CTX6C    75,Nov 2026,,,175,0,1.32,0
2025-12-09,CTX6P    65,Nov 2026,P,,175,0,2.08,0
2025-12-09,CTX6P    66,Nov 2026,P,,75,0,2.52,0
2025-12-09,CTZ6C    100,Dec 2026,,,501,0,0.23,0
2025-12-09,CTZ6C    65,Dec 2026,,,100,0,4.69,0
2025-12-09,CTZ6C    66,Dec 2026,,,1,0,4.16,0
2025-12-09,CTZ6C    67,Dec 2026,,,150,0,3.7,0
2025-12-09,CTZ6C    68,Dec 2026,,,1901,0,3.29,0
2025-12-09,CTZ6C    69,Dec 2026,,,2750,0,2.92,0
2025-12-09,CTZ6C    70,Dec 2026,,,6207,0,2.6,220
2025-12-09,CTZ6C    71,Dec 2026,,,682,0,2.32,0
2025-12-09,CTZ6C    72,Dec 2026,,,705,0,2.08,0
2025-12-09,CTZ6C    73,Dec 2026,,,737,0,1.86,0
2025-12-09,CTZ6C    74,Dec 2026,,,1040,0,1.68,0
2025-12-09,CTZ6C    75,Dec 2026,,,2823,0,1.51,0
2025-12-09,CTZ6C    76,Dec 2026,,,8,0,1.37,0
2025-12-09,CTZ6C    78,Dec 2026,,,98,0,1.13,0
2025-12-09,CTZ6C    80,Dec 2026,,,3347,0,0.94,1
2025-12-09,CTZ6C    81,Dec 2026,,,30,0,0.86,0
2025-12-09,CTZ6C    84,Dec 2026,,,300,0,0.67,0
2025-12-09,CTZ6C    85,Dec 2026,,,1135,0,0.62,0
2025-12-09,CTZ6C    90,Dec 2026,,,778,75,0.43,200
2025-12-09,CTZ6C    95,Dec 2026,,,903,0,0.31,0
