date,security_des,contract_month,put_call,strike_px,open_int,oi_chg,px_settle,px_volume
2025-01-03,CTN6P    62,Jul 2026,P,,100,,2.03,100
2025-01-06,CTN6P    62,Jul 2026,P,,100,0,1.68,0
2025-01-07,CTN6C    90,Jul 2026,,,22,,1.23,22
2025-01-07,CTN6C    94,Jul 2026,,,29,,0.87,29
2025-01-07,CTN6P    62,Jul 2026,P,,100,0,1.7,20
2025-01-08,CTN6C    100,Jul 2026,,,214,,0.63,214
2025-01-08,CTN6C    60,Jul 2026,,,11,,12.33,11
2025-01-08,CTN6C    90,Jul 2026,,,22,0,1.31,0
2025-01-08,CTN6C    94,Jul 2026,,,29,0,0.98,0
2025-01-08,CTN6C    95,Jul 2026,,,10,,0.91,10
2025-01-08,CTN6P    50,Jul 2026,P,,214,,0.12,214
2025-01-08,CTN6P    60,Jul 2026,P,,5,,1.21,5
2025-01-08,CTN6P    62,Jul 2026,P,,105,5,1.68,5
2025-01-08,CTN6P    75,Jul 2026,P,,5,,7.63,5
2025-01-09,CTN6C    100,Jul 2026,,,214,0,0.79,0
2025-01-09,CTN6C    60,Jul 2026,,,11,0,12.61,0
2025-01-09,CTN6C    90,Jul 2026,,,25,3,1.53,25
2025-01-09,CTN6C    94,Jul 2026,,,29,0,1.16,0
2025-01-09,CTN6C    95,Jul 2026,,,10,0,1.09,0
2025-01-09,CTN6P    50,Jul 2026,P,,214,0,0.16,0
2025-01-09,CTN6P    60,Jul 2026,P,,5,0,1.36,0
2025-01-09,CTN6P    62,Jul 2026,P,,105,0,1.86,0
2025-01-09,CTN6P    75,Jul 2026,P,,5,0,7.82,0
2025-01-10,CTN6C    100,Jul 2026,,,164,-50,0.72,50
2025-01-10,CTN6C    60,Jul 2026,,,11,0,11.99,0
2025-01-10,CTN6C    90,Jul 2026,,,25,0,1.41,0
2025-01-10,CTN6C    94,Jul 2026,,,29,0,1.07,0
2025-01-10,CTN6C    95,Jul 2026,,,10,0,1.0,0
2025-01-10,CTN6P    50,Jul 2026,P,,165,-49,0.18,49
2025-01-10,CTN6P    60,Jul 2026,P,,5,0,1.49,0
2025-01-10,CTN6P    62,Jul 2026,P,,105,0,2.02,0
2025-01-13,CTN6C    100,Jul 2026,,,114,-50,0.78,50
2025-01-13,CTN6C    60,Jul 2026,,,11,0,12.6,0
2025-01-13,CTN6C    90,Jul 2026,,,3,-22,1.54,22
2025-01-13,CTN6C    94,Jul 2026,,,12,-17,1.17,29
2025-01-13,CTN6C    95,Jul 2026,,,10,0,1.09,0
2025-01-13,CTN6P    50,Jul 2026,P,,80,-85,0.2,160
2025-01-13,CTN6P    60,Jul 2026,P,,5,0,1.49,0
2025-01-13,CTN6P    62,Jul 2026,P,,75,-30,2.0,30
2025-01-14,CTN6C    100,Jul 2026,,,114,0,0.75,0
2025-01-14,CTN6C    60,Jul 2026,,,11,0,12.44,0
2025-01-14,CTN6C    90,Jul 2026,,,3,0,1.48,0
2025-01-14,CTN6C    94,Jul 2026,,,12,0,1.12,0
2025-01-14,CTN6C    95,Jul 2026,,,10,0,1.04,0
2025-01-14,CTN6P    50,Jul 2026,P,,80,0,0.19,0
2025-01-14,CTN6P    60,Jul 2026,P,,5,0,1.48,0
2025-01-14,CTN6P    62,Jul 2026,P,,75,0,2.0,0
2025-01-15,CTN6C    100,Jul 2026,,,114,0,0.79,0
2025-01-15,CTN6C    60,Jul 2026,,,11,0,12.62,3
2025-01-15,CTN6C    90,Jul 2026,,,3,0,1.55,0
2025-01-15,CTN6C    94,Jul 2026,,,12,0,1.17,0
2025-01-15,CTN6C    95,Jul 2026,,,10,0,1.1,0
2025-01-15,CTN6P    50,Jul 2026,P,,80,0,0.2,0
2025-01-15,CTN6P    60,Jul 2026,P,,5,0,1.49,0
2025-01-15,CTN6P    62,Jul 2026,P,,75,0,2.0,0
2025-01-16,CTN6C    100,Jul 2026,,,114,0,0.73,0
2025-01-16,CTN6C    60,Jul 2026,,,9,-2,11.97,8
2025-01-16,CTN6C    90,Jul 2026,,,3,0,1.44,0
2025-01-16,CTN6C    94,Jul 2026,,,12,0,1.09,0
2025-01-16,CTN6C    95,Jul 2026,,,10,0,1.02,0
2025-01-16,CTN6P    50,Jul 2026,P,,80,0,0.23,0
2025-01-16,CTN6P    60,Jul 2026,P,,5,0,1.66,0
2025-01-16,CTN6P    62,Jul 2026,P,,75,0,2.21,0
2025-01-17,CTN6C    100,Jul 2026,,,114,0,0.79,0
2025-01-17,CTN6C    60,Jul 2026,,,9,0,12.43,0
2025-01-17,CTN6C    90,Jul 2026,,,3,0,1.55,0
2025-01-17,CTN6C    94,Jul 2026,,,12,0,1.18,0
2025-01-17,CTN6C    95,Jul 2026,,,10,0,1.1,0
2025-01-17,CTN6P    50,Jul 2026,P,,75,-5,0.22,5
2025-01-17,CTN6P    60,Jul 2026,P,,5,0,1.59,0
2025-01-17,CTN6P    62,Jul 2026,P,,75,0,2.12,0
2025-01-20,CTN6C    100,Jul 2026,,,114,0,,0
2025-01-20,CTN6C    60,Jul 2026,,,9,0,,0
2025-01-20,CTN6C    90,Jul 2026,,,3,0,,0
2025-01-20,CTN6C    94,Jul 2026,,,12,0,,0
2025-01-20,CTN6C    95,Jul 2026,,,10,0,,0
2025-01-20,CTN6P    50,Jul 2026,P,,75,0,,0
2025-01-20,CTN6P    60,Jul 2026,P,,5,0,,0
2025-01-20,CTN6P    62,Jul 2026,P,,75,0,,0
2025-01-21,CTN6C    100,Jul 2026,,,60,-54,0.86,55
2025-01-21,CTN6C    60,Jul 2026,,,9,0,12.82,0
2025-01-21,CTN6C    90,Jul 2026,,,3,0,1.67,0
2025-01-21,CTN6C    94,Jul 2026,,,12,0,1.27,0
2025-01-21,CTN6C    95,Jul 2026,,,10,0,1.19,0
2025-01-21,CTN6P    50,Jul 2026,P,,75,0,0.22,0
2025-01-21,CTN6P    60,Jul 2026,P,,5,0,1.55,0
2025-01-21,CTN6P    62,Jul 2026,P,,75,0,2.07,0
2025-01-22,CTN6C    100,Jul 2026,,,60,0,0.96,0
2025-01-22,CTN6C    60,Jul 2026,,,9,0,12.72,0
2025-01-22,CTN6C    90,Jul 2026,,,3,0,1.82,0
2025-01-22,CTN6C    94,Jul 2026,,,12,0,1.4,0
2025-01-22,CTN6C    95,Jul 2026,,,10,0,1.31,0
2025-01-22,CTN6P    50,Jul 2026,P,,75,0,0.22,0
2025-01-22,CTN6P    60,Jul 2026,P,,5,0,1.68,0
2025-01-22,CTN6P    62,Jul 2026,P,,75,0,2.24,0
2025-01-23,CTN6C    100,Jul 2026,,,60,0,1.07,0
2025-01-23,CTN6C    60,Jul 2026,,,9,0,12.92,0
2025-01-23,CTN6C    72,Jul 2026,,,7,,6.14,7
2025-01-23,CTN6C    90,Jul 2026,,,3,0,1.93,0
2025-01-23,CTN6C    94,Jul 2026,,,12,0,1.52,0
2025-01-23,CTN6C    95,Jul 2026,,,10,0,1.43,0
2025-01-23,CTN6P    50,Jul 2026,P,,75,0,0.17,0
2025-01-23,CTN6P    60,Jul 2026,P,,5,0,1.47,0
2025-01-23,CTN6P    62,Jul 2026,P,,75,0,2.0,0
2025-01-24,CTN6C    100,Jul 2026,,,25,-35,0.89,59
2025-01-24,CTN6C    60,Jul 2026,,,9,0,12.81,0
2025-01-24,CTN6C    72,Jul 2026,,,7,0,5.93,0
2025-01-24,CTN6C    90,Jul 2026,,,3,0,1.71,0
2025-01-24,CTN6C    94,Jul 2026,,,12,0,1.31,0
2025-01-24,CTN6C    95,Jul 2026,,,10,0,1.22,0
2025-01-24,CTN6P    50,Jul 2026,P,,75,0,0.17,0
2025-01-24,CTN6P    60,Jul 2026,P,,5,0,1.43,0
2025-01-24,CTN6P    62,Jul 2026,P,,75,0,1.95,0
2025-01-27,CTN6C    100,Jul 2026,,,25,0,0.78,0
2025-01-27,CTN6C    60,Jul 2026,,,9,0,12.65,0
2025-01-27,CTN6C    72,Jul 2026,,,7,0,5.75,0
2025-01-27,CTN6C    90,Jul 2026,,,3,0,1.57,0
2025-01-27,CTN6C    94,Jul 2026,,,12,0,1.18,0
2025-01-27,CTN6C    95,Jul 2026,,,10,0,1.1,0
2025-01-27,CTN6P    50,Jul 2026,P,,75,0,0.15,0
2025-01-27,CTN6P    60,Jul 2026,P,,5,0,1.36,0
2025-01-27,CTN6P    62,Jul 2026,P,,75,0,1.87,0
2025-01-28,CTN6C    100,Jul 2026,,,25,0,0.86,0
2025-01-28,CTN6C    60,Jul 2026,,,9,0,12.62,0
2025-01-28,CTN6C    72,Jul 2026,,,7,0,5.85,0
2025-01-28,CTN6C    90,Jul 2026,,,3,0,1.67,0
2025-01-28,CTN6C    94,Jul 2026,,,12,0,1.28,0
2025-01-28,CTN6C    95,Jul 2026,,,10,0,1.19,0
2025-01-28,CTN6P    50,Jul 2026,P,,75,0,0.18,0
2025-01-28,CTN6P    60,Jul 2026,P,,5,0,1.52,0
2025-01-28,CTN6P    62,Jul 2026,P,,75,0,2.06,0
2025-01-29,CTN6C    100,Jul 2026,,,25,0,0.81,0
2025-01-29,CTN6C    60,Jul 2026,,,9,0,12.51,0
2025-01-29,CTN6C    72,Jul 2026,,,7,0,5.75,0
2025-01-29,CTN6C    90,Jul 2026,,,3,0,1.62,0
2025-01-29,CTN6C    94,Jul 2026,,,12,0,1.22,0
2025-01-29,CTN6C    95,Jul 2026,,,10,0,1.14,0
2025-01-29,CTN6P    50,Jul 2026,P,,75,0,0.18,0
2025-01-29,CTN6P    60,Jul 2026,P,,5,0,1.49,0
2025-01-29,CTN6P    62,Jul 2026,P,,75,0,2.03,0
2025-01-30,CTN6C    100,Jul 2026,,,25,0,0.89,0
2025-01-30,CTN6C    60,Jul 2026,,,9,0,12.6,0
2025-01-30,CTN6C    72,Jul 2026,,,7,0,5.87,0
2025-01-30,CTN6C    90,Jul 2026,,,3,0,1.72,0
2025-01-30,CTN6C    94,Jul 2026,,,12,0,1.32,0
2025-01-30,CTN6C    95,Jul 2026,,,10,0,1.23,0
2025-01-30,CTN6P    50,Jul 2026,P,,75,0,0.21,0
2025-01-30,CTN6P    60,Jul 2026,P,,5,0,1.55,0
2025-01-30,CTN6P    62,Jul 2026,P,,75,0,2.1,0
2025-01-31,CTN6C    100,Jul 2026,,,25,0,0.88,0
2025-01-31,CTN6C    60,Jul 2026,,,9,0,12.52,0
2025-01-31,CTN6C    72,Jul 2026,,,7,0,5.81,0
2025-01-31,CTN6C    90,Jul 2026,,,3,0,1.7,0
2025-01-31,CTN6C    94,Jul 2026,,,12,0,1.3,0
2025-01-31,CTN6C    95,Jul 2026,,,10,0,1.22,0
2025-01-31,CTN6P    50,Jul 2026,P,,75,0,0.2,0
2025-01-31,CTN6P    60,Jul 2026,P,,5,0,1.53,0
2025-01-31,CTN6P    62,Jul 2026,P,,75,0,2.07,0
2025-02-03,CTN6C    100,Jul 2026,,,25,0,0.83,0
2025-02-03,CTN6C    60,Jul 2026,,,9,0,12.33,0
2025-02-03,CTN6C    72,Jul 2026,,,7,0,5.65,0
2025-02-03,CTN6C    90,Jul 2026,,,3,0,1.62,0
2025-02-03,CTN6C    94,Jul 2026,,,12,0,1.24,0
2025-02-03,CTN6C    95,Jul 2026,,,10,0,1.16,0
2025-02-03,CTN6P    50,Jul 2026,P,,75,0,0.2,0
2025-02-03,CTN6P    60,Jul 2026,P,,5,0,1.52,0
2025-02-03,CTN6P    62,Jul 2026,P,,75,0,2.06,0
2025-02-04,CTN6C    100,Jul 2026,,,25,0,0.78,0
2025-02-04,CTN6C    60,Jul 2026,,,9,0,12.81,0
2025-02-04,CTN6C    72,Jul 2026,,,7,0,5.75,0
2025-02-04,CTN6C    90,Jul 2026,,,3,0,1.56,0
2025-02-04,CTN6C    94,Jul 2026,,,12,0,1.18,0
2025-02-04,CTN6C    95,Jul 2026,,,10,0,1.1,0
2025-02-04,CTN6P    50,Jul 2026,P,,75,0,0.13,0
2025-02-04,CTN6P    60,Jul 2026,P,,5,0,1.21,0
2025-02-04,CTN6P    62,Jul 2026,P,,75,0,1.69,0
2025-02-05,CTN6C    100,Jul 2026,,,25,0,0.73,0
2025-02-05,CTN6C    60,Jul 2026,,,9,0,12.21,0
2025-02-05,CTN6C    72,Jul 2026,,,22,15,5.35,15
2025-02-05,CTN6C    90,Jul 2026,,,3,0,1.44,0
2025-02-05,CTN6C    94,Jul 2026,,,12,0,1.09,0
2025-02-05,CTN6C    95,Jul 2026,,,10,0,1.02,0
2025-02-05,CTN6P    50,Jul 2026,P,,75,0,0.14,0
2025-02-05,CTN6P    60,Jul 2026,P,,5,0,1.26,0
2025-02-05,CTN6P    62,Jul 2026,P,,75,0,1.76,0
2025-02-06,CTN6C    100,Jul 2026,,,25,0,0.73,0
2025-02-06,CTN6C    60,Jul 2026,,,9,0,12.3,0
2025-02-06,CTN6C    72,Jul 2026,,,22,0,5.42,0
2025-02-06,CTN6C    90,Jul 2026,,,3,0,1.46,0
2025-02-06,CTN6C    94,Jul 2026,,,12,0,1.11,0
2025-02-06,CTN6C    95,Jul 2026,,,10,0,1.03,0
2025-02-06,CTN6P    50,Jul 2026,P,,75,0,0.14,0
2025-02-06,CTN6P    60,Jul 2026,P,,5,0,1.28,0
2025-02-06,CTN6P    62,Jul 2026,P,,75,0,1.77,0
2025-02-07,CTN6C    100,Jul 2026,,,25,0,0.7,0
2025-02-07,CTN6C    60,Jul 2026,,,9,0,11.92,0
2025-02-07,CTN6C    72,Jul 2026,,,37,15,5.2,15
2025-02-07,CTN6C    90,Jul 2026,,,3,0,1.39,0
2025-02-07,CTN6C    94,Jul 2026,,,12,0,1.05,0
2025-02-07,CTN6C    95,Jul 2026,,,10,0,0.98,0
2025-02-07,CTN6P    50,Jul 2026,P,,75,0,0.15,0
2025-02-07,CTN6P    60,Jul 2026,P,,5,0,1.35,0
2025-02-07,CTN6P    62,Jul 2026,P,,75,0,1.87,0
2025-02-10,CTN6C    100,Jul 2026,,,25,0,0.75,0
2025-02-10,CTN6C    60,Jul 2026,,,9,0,12.54,0
2025-02-10,CTN6C    72,Jul 2026,,,37,0,5.54,0
2025-02-10,CTN6C    90,Jul 2026,,,3,0,1.5,0
2025-02-10,CTN6C    94,Jul 2026,,,12,0,1.13,0
2025-02-10,CTN6C    95,Jul 2026,,,10,0,1.05,0
2025-02-10,CTN6P    50,Jul 2026,P,,75,0,0.12,0
2025-02-10,CTN6P    60,Jul 2026,P,,5,0,1.21,0
2025-02-10,CTN6P    62,Jul 2026,P,,75,0,1.7,0
2025-02-11,CTN6C    100,Jul 2026,,,25,0,0.73,0
2025-02-11,CTN6C    60,Jul 2026,,,9,0,12.74,0
2025-02-11,CTN6C    72,Jul 2026,,,37,0,5.6,0
2025-02-11,CTN6C    90,Jul 2026,,,3,0,1.49,0
2025-02-11,CTN6C    94,Jul 2026,,,12,0,1.12,0
2025-02-11,CTN6C    95,Jul 2026,,,10,0,1.04,0
2025-02-11,CTN6P    50,Jul 2026,P,,75,0,0.11,0
2025-02-11,CTN6P    60,Jul 2026,P,,5,0,1.13,0
2025-02-11,CTN6P    62,Jul 2026,P,,75,0,1.58,0
2025-02-12,CTN6C    100,Jul 2026,,,25,0,0.71,0
2025-02-12,CTN6C    60,Jul 2026,,,9,0,12.52,0
2025-02-12,CTN6C    72,Jul 2026,,,37,0,5.48,0
2025-02-12,CTN6C    90,Jul 2026,,,3,0,1.45,0
2025-02-12,CTN6C    94,Jul 2026,,,12,0,1.09,0
2025-02-12,CTN6C    95,Jul 2026,,,10,0,1.01,0
2025-02-12,CTN6P    50,Jul 2026,P,,75,0,0.11,0
2025-02-12,CTN6P    60,Jul 2026,P,,5,0,1.16,0
2025-02-12,CTN6P    62,Jul 2026,P,,75,0,1.63,0
2025-02-13,CTN6C    100,Jul 2026,,,25,0,0.67,0
2025-02-13,CTN6C    60,Jul 2026,,,9,0,12.13,0
2025-02-13,CTN6C    72,Jul 2026,,,51,14,5.25,14
2025-02-13,CTN6C    90,Jul 2026,,,3,0,1.37,0
2025-02-13,CTN6C    94,Jul 2026,,,12,0,1.03,0
2025-02-13,CTN6C    95,Jul 2026,,,10,0,0.96,0
2025-02-13,CTN6P    50,Jul 2026,P,,75,0,0.12,0
2025-02-13,CTN6P    60,Jul 2026,P,,5,0,1.24,0
2025-02-13,CTN6P    62,Jul 2026,P,,75,0,1.73,0
2025-02-14,CTN6C    100,Jul 2026,,,25,0,0.69,0
2025-02-14,CTN6C    60,Jul 2026,,,9,0,12.34,0
2025-02-14,CTN6C    72,Jul 2026,,,51,0,5.37,0
2025-02-14,CTN6C    90,Jul 2026,,,3,0,1.41,0
2025-02-14,CTN6C    94,Jul 2026,,,12,0,1.06,0
2025-02-14,CTN6C    95,Jul 2026,,,10,0,0.98,0
2025-02-14,CTN6P    50,Jul 2026,P,,75,0,0.12,0
2025-02-14,CTN6P    60,Jul 2026,P,,5,0,1.2,0
2025-02-14,CTN6P    62,Jul 2026,P,,75,0,1.68,0
2025-02-17,CTN6C    100,Jul 2026,,,25,0,,0
2025-02-17,CTN6C    60,Jul 2026,,,9,0,,0
2025-02-17,CTN6C    72,Jul 2026,,,51,0,,0
2025-02-17,CTN6C    90,Jul 2026,,,3,0,,0
2025-02-17,CTN6C    94,Jul 2026,,,12,0,,0
2025-02-17,CTN6C    95,Jul 2026,,,10,0,,0
2025-02-17,CTN6P    50,Jul 2026,P,,75,0,,0
2025-02-17,CTN6P    60,Jul 2026,P,,5,0,,0
2025-02-17,CTN6P    62,Jul 2026,P,,75,0,,0
2025-02-18,CTN6C    100,Jul 2026,,,25,0,0.76,0
2025-02-18,CTN6C    60,Jul 2026,,,9,0,12.76,0
2025-02-18,CTN6C    72,Jul 2026,,,51,0,5.7,0
2025-02-18,CTN6C    90,Jul 2026,,,3,0,1.54,0
2025-02-18,CTN6C    94,Jul 2026,,,12,0,1.16,0
2025-02-18,CTN6C    95,Jul 2026,,,10,0,1.08,0
2025-02-18,CTN6P    50,Jul 2026,P,,75,0,0.13,0
2025-02-18,CTN6P    60,Jul 2026,P,,5,0,1.2,0
2025-02-18,CTN6P    62,Jul 2026,P,,75,0,1.67,0
2025-02-19,CTN6C    100,Jul 2026,,,25,0,0.65,0
2025-02-19,CTN6C    60,Jul 2026,,,9,0,12.47,0
2025-02-19,CTN6C    72,Jul 2026,,,56,5,5.38,5
2025-02-19,CTN6C    90,Jul 2026,,,3,0,1.37,0
2025-02-19,CTN6C    94,Jul 2026,,,12,0,1.02,0
2025-02-19,CTN6C    95,Jul 2026,,,10,0,0.94,0
2025-02-19,CTN6P    50,Jul 2026,P,,75,0,0.11,0
2025-02-19,CTN6P    60,Jul 2026,P,,5,0,1.1,0
2025-02-19,CTN6P    62,Jul 2026,P,,75,0,1.55,0
2025-02-20,CTN6C    100,Jul 2026,,,25,0,0.63,0
2025-02-20,CTN6C    60,Jul 2026,,,9,0,12.26,0
2025-02-20,CTN6C    72,Jul 2026,,,66,10,5.26,10
2025-02-20,CTN6C    90,Jul 2026,,,3,0,1.34,0
2025-02-20,CTN6C    94,Jul 2026,,,12,0,0.99,0
2025-02-20,CTN6C    95,Jul 2026,,,10,0,0.92,0
2025-02-20,CTN6P    50,Jul 2026,P,,75,0,0.11,0
2025-02-20,CTN6P    60,Jul 2026,P,,5,0,1.14,0
2025-02-20,CTN6P    62,Jul 2026,P,,75,0,1.6,0
2025-02-21,CTN6C    100,Jul 2026,,,25,0,0.69,0
2025-02-21,CTN6C    60,Jul 2026,,,9,0,12.38,0
2025-02-21,CTN6C    72,Jul 2026,,,66,0,5.42,0
2025-02-21,CTN6C    90,Jul 2026,,,3,0,1.43,0
2025-02-21,CTN6C    94,Jul 2026,,,12,0,1.07,0
2025-02-21,CTN6C    95,Jul 2026,,,10,0,0.99,0
2025-02-21,CTN6P    50,Jul 2026,P,,75,0,0.13,0
2025-02-21,CTN6P    60,Jul 2026,P,,5,0,1.2,0
2025-02-21,CTN6P    62,Jul 2026,P,,75,0,1.68,0
2025-02-24,CTN6C    100,Jul 2026,,,25,0,0.71,0
2025-02-24,CTN6C    60,Jul 2026,,,9,0,12.56,0
2025-02-24,CTN6C    72,Jul 2026,,,66,0,5.52,0
2025-02-24,CTN6C    90,Jul 2026,,,3,0,1.46,0
2025-02-24,CTN6C    94,Jul 2026,,,12,0,1.09,0
2025-02-24,CTN6C    95,Jul 2026,,,10,0,1.01,0
2025-02-24,CTN6P    50,Jul 2026,P,,75,0,0.12,0
2025-02-24,CTN6P    60,Jul 2026,P,,5,0,1.17,0
2025-02-24,CTN6P    62,Jul 2026,P,,75,0,1.64,0
2025-02-25,CTN6C    100,Jul 2026,,,25,0,0.69,0
2025-02-25,CTN6C    60,Jul 2026,,,9,0,12.24,0
2025-02-25,CTN6C    72,Jul 2026,,,66,0,5.36,0
2025-02-25,CTN6C    90,Jul 2026,,,3,0,1.42,0
2025-02-25,CTN6C    94,Jul 2026,,,12,0,1.06,0
2025-02-25,CTN6C    95,Jul 2026,,,10,0,0.99,0
2025-02-25,CTN6P    50,Jul 2026,P,,75,0,0.14,0
2025-02-25,CTN6P    60,Jul 2026,P,,5,0,1.26,0
2025-02-25,CTN6P    62,Jul 2026,P,,75,0,1.75,0
2025-02-26,CTN6C    100,Jul 2026,,,25,0,0.66,0
2025-02-26,CTN6C    60,Jul 2026,,,9,0,12.13,0
2025-02-26,CTN6C    72,Jul 2026,,,66,0,5.27,0
2025-02-26,CTN6C    90,Jul 2026,,,3,0,1.37,0
2025-02-26,CTN6C    94,Jul 2026,,,12,0,1.02,0
2025-02-26,CTN6C    95,Jul 2026,,,10,0,0.95,0
2025-02-26,CTN6P    50,Jul 2026,P,,75,0,0.13,0
2025-02-26,CTN6P    60,Jul 2026,P,,5,0,1.25,0
2025-02-26,CTN6P    62,Jul 2026,P,,75,0,1.74,0
2025-02-26,CTZ6C    85,Dec 2026,,,36,,1.56,36
2025-02-26,CTZ6C    95,Dec 2026,,,36,,0.75,36
2025-02-27,CTN6C    100,Jul 2026,,,25,0,0.65,0
2025-02-27,CTN6C    60,Jul 2026,,,9,0,12.01,0
2025-02-27,CTN6C    72,Jul 2026,,,66,0,5.2,0
2025-02-27,CTN6C    90,Jul 2026,,,3,0,1.35,0
2025-02-27,CTN6C    94,Jul 2026,,,12,0,1.0,0
2025-02-27,CTN6C    95,Jul 2026,,,10,0,0.93,0
2025-02-27,CTN6P    50,Jul 2026,P,,75,0,0.14,0
2025-02-27,CTN6P    60,Jul 2026,P,,5,0,1.27,0
2025-02-27,CTN6P    62,Jul 2026,P,,75,0,1.77,0
2025-02-27,CTZ6C    85,Dec 2026,,,36,0,1.54,0
2025-02-27,CTZ6C    95,Dec 2026,,,36,0,0.74,0
2025-02-28,CTN6C    100,Jul 2026,,,25,0,0.65,0
2025-02-28,CTN6C    60,Jul 2026,,,9,0,11.63,0
2025-02-28,CTN6C    72,Jul 2026,,,66,0,5.04,0
2025-02-28,CTN6C    90,Jul 2026,,,3,0,1.33,0
2025-02-28,CTN6C    94,Jul 2026,,,12,0,0.99,0
2025-02-28,CTN6C    95,Jul 2026,,,10,0,0.92,0
2025-02-28,CTN6P    50,Jul 2026,P,,75,0,0.16,0
2025-02-28,CTN6P    60,Jul 2026,P,,5,0,1.42,0
2025-02-28,CTN6P    62,Jul 2026,P,,75,0,1.96,0
2025-02-28,CTZ6C    85,Dec 2026,,,36,0,1.53,0
2025-02-28,CTZ6C    95,Dec 2026,,,36,0,0.74,0
2025-02-28,CTZ6P    65,Dec 2026,P,,125,,3.88,125
2025-03-03,CTN6C    100,Jul 2026,,,25,0,0.65,0
2025-03-03,CTN6C    60,Jul 2026,,,9,0,11.78,0
2025-03-03,CTN6C    72,Jul 2026,,,66,0,5.1,0
2025-03-03,CTN6C    90,Jul 2026,,,4,1,1.33,1
2025-03-03,CTN6C    94,Jul 2026,,,12,0,0.99,0
2025-03-03,CTN6C    95,Jul 2026,,,10,0,0.93,0
2025-03-03,CTN6P    50,Jul 2026,P,,75,0,0.15,0
2025-03-03,CTN6P    60,Jul 2026,P,,5,0,1.35,0
2025-03-03,CTN6P    62,Jul 2026,P,,75,0,1.87,0
2025-03-03,CTZ6C    85,Dec 2026,,,36,0,1.53,0
2025-03-03,CTZ6C    95,Dec 2026,,,36,0,0.74,0
2025-03-03,CTZ6P    65,Dec 2026,P,,125,0,3.81,0
2025-03-04,CTN6C    100,Jul 2026,,,25,0,0.55,0
2025-03-04,CTN6C    60,Jul 2026,,,9,0,10.71,0
2025-03-04,CTN6C    72,Jul 2026,,,68,2,4.51,2
2025-03-04,CTN6C    90,Jul 2026,,,4,0,1.15,0
2025-03-04,CTN6C    94,Jul 2026,,,12,0,0.85,0
2025-03-04,CTN6C    95,Jul 2026,,,10,0,0.79,0
2025-03-04,CTN6P    50,Jul 2026,P,,75,0,0.19,0
2025-03-04,CTN6P    60,Jul 2026,P,,5,0,1.62,0
2025-03-04,CTN6P    62,Jul 2026,P,,75,0,2.21,0
2025-03-04,CTZ6C    85,Dec 2026,,,56,20,1.41,20
2025-03-04,CTZ6C    90,Dec 2026,,,26,,0.99,26
2025-03-04,CTZ6C    95,Dec 2026,,,56,20,0.7,20
2025-03-04,CTZ6P    65,Dec 2026,P,,125,0,4.17,0
2025-03-05,CTN6C    100,Jul 2026,,,25,0,0.67,0
2025-03-05,CTN6C    60,Jul 2026,,,9,0,11.02,0
2025-03-05,CTN6C    72,Jul 2026,,,68,0,4.85,0
2025-03-05,CTN6C    90,Jul 2026,,,4,0,1.34,0
2025-03-05,CTN6C    94,Jul 2026,,,12,0,1.01,0
2025-03-05,CTN6C    95,Jul 2026,,,10,0,0.95,0
2025-03-05,CTN6P    50,Jul 2026,P,,75,0,0.24,0
2025-03-05,CTN6P    60,Jul 2026,P,,5,0,1.77,0
2025-03-05,CTN6P    62,Jul 2026,P,,75,0,2.38,0
2025-03-05,CTN6P    65,Jul 2026,P,,50,,3.53,50
2025-03-05,CTZ6C    85,Dec 2026,,,66,10,1.4,10
2025-03-05,CTZ6C    90,Dec 2026,,,26,0,0.98,0
2025-03-05,CTZ6C    95,Dec 2026,,,66,10,0.7,10
2025-03-05,CTZ6P    65,Dec 2026,P,,125,0,4.17,0
2025-03-06,CTN6C    100,Jul 2026,,,25,0,0.74,0
2025-03-06,CTN6C    60,Jul 2026,,,9,0,11.76,0
2025-03-06,CTN6C    72,Jul 2026,,,68,0,5.26,0
2025-03-06,CTN6C    90,Jul 2026,,,4,0,1.47,0
2025-03-06,CTN6C    94,Jul 2026,,,12,0,1.12,0
2025-03-06,CTN6C    95,Jul 2026,,,10,0,1.04,0
2025-03-06,CTN6P    50,Jul 2026,P,,75,0,0.2,0
2025-03-06,CTN6P    60,Jul 2026,P,,5,0,1.57,0
2025-03-06,CTN6P    62,Jul 2026,P,,75,0,2.13,0
2025-03-06,CTN6P    65,Jul 2026,P,,50,0,3.2,0
2025-03-06,CTZ6C    85,Dec 2026,,,66,0,1.59,0
2025-03-06,CTZ6C    90,Dec 2026,,,26,0,1.13,0
2025-03-06,CTZ6C    95,Dec 2026,,,66,0,0.81,0
2025-03-06,CTZ6P    65,Dec 2026,P,,125,0,3.85,0
2025-03-07,CTN6C    100,Jul 2026,,,25,0,0.76,0
2025-03-07,CTN6C    60,Jul 2026,,,9,0,11.99,0
2025-03-07,CTN6C    72,Jul 2026,,,69,1,5.39,1
2025-03-07,CTN6C    78,Jul 2026,,,1,,3.53,1
2025-03-07,CTN6C    90,Jul 2026,,,4,0,1.52,0
2025-03-07,CTN6C    94,Jul 2026,,,12,0,1.15,0
2025-03-07,CTN6C    95,Jul 2026,,,10,0,1.07,0
2025-03-07,CTN6P    50,Jul 2026,P,,75,0,0.19,0
2025-03-07,CTN6P    60,Jul 2026,P,,5,0,1.51,0
