date,commodity,contract,bbg_ticker,settle,open_int,oi_chg,first_notice,last_trade,high,low,open,volume,efp_volume,efs_volume,block_volume
2008-01-02,CC,CCDEC1,CCDEC1 Comdty,2113.0,16121,,,,,,,357,,,
2008-01-02,CC,CCDEC2,CCDEC2 Comdty,2178.0,,,,,,,,,,,
2008-01-02,CC,CCJUL1,CCJUL1 Comdty,2103.0,11696,,,,,,,459,,,
2008-01-02,CC,CCJUL2,CCJUL2 Comdty,2151.0,,,,,,,,,,,
2008-01-02,CC,CCMAR1,CCMAR1 Comdty,2097.0,102962,,,,,,,10055,,,
2008-01-02,CC,CCMAR2,CCMAR2 Comdty,2126.0,5007,,,,,,,1204,,,
2008-01-02,CC,CCMAY1,CCMAY1 Comdty,2098.0,30248,,,,,,,1810,,,
2008-01-02,CC,CCMAY2,CCMAY2 Comdty,2132.0,2359,,,,,,,1,,,
2008-01-02,CC,CCSEP1,CCSEP1 Comdty,2103.0,9014,,,,,,,324,,,
2008-01-02,CC,CCSEP2,CCSEP2 Comdty,2166.0,,,,,,,,,,,
2008-01-02,CT,CTDEC1,CTDEC1 Comdty,76.67,45892,,,,,,,3712,,,
2008-01-02,CT,CTDEC2,CTDEC2 Comdty,81.95,,,,,,,,,,,
2008-01-02,CT,CTJUL1,CTJUL1 Comdty,72.35,27924,,,,,,,2500,,,
2008-01-02,CT,CTJUL2,CTJUL2 Comdty,81.31,,,,,,,,,,,
2008-01-02,CT,CTMAR1,CTMAR1 Comdty,68.88,140202,,,,,,,26373,,,
2008-01-02,CT,CTMAR2,CTMAR2 Comdty,79.16,1075,,,,,,,5,,,
2008-01-02,CT,CTMAY1,CTMAY1 Comdty,70.59,25162,,,,,,,3426,,,
2008-01-02,CT,CTMAY2,CTMAY2 Comdty,80.41,324,,,,,,,,,,
2008-01-02,CT,CTOCT1,CTOCT1 Comdty,74.67,469,,,,,,,,,,
2008-01-02,CT,CTOCT2,CTOCT2 Comdty,81.45,,,,,,,,,,,
2008-01-02,KC,KCDEC1,KCDEC1 Comdty,144.8,6032,,,,,,,179,,,
2008-01-02,KC,KCDEC2,KCDEC2 Comdty,155.75,,,,,,,,,,,
2008-01-02,KC,KCJUL1,KCJUL1 Comdty,139.1,6438,,,,,,,429,,,
2008-01-02,KC,KCJUL2,KCJUL2 Comdty,151.8,,,,,,,,,,,
2008-01-02,KC,KCMAR1,KCMAR1 Comdty,134.0,112665,,,,,,,10342,,,
2008-01-02,KC,KCMAR2,KCMAR2 Comdty,148.0,4058,,,,,,,61,,,
2008-01-02,KC,KCMAY1,KCMAY1 Comdty,136.65,25831,,,,,,,1987,,,
2008-01-02,KC,KCMAY2,KCMAY2 Comdty,150.0,1324,,,,,,,,,,
2008-01-02,KC,KCSEP1,KCSEP1 Comdty,141.4,8654,,,,,,,483,,,
2008-01-02,KC,KCSEP2,KCSEP2 Comdty,153.5,,,,,,,,,,,
2008-01-02,SB,SBJUL1,SBJUL1 Comdty,11.23,94515,,,,,,,10074,,,
2008-01-02,SB,SBJUL2,SBJUL2 Comdty,12.1,,,,,,,,,,,
2008-01-02,SB,SBMAR1,SBMAR1 Comdty,10.73,499936,,,,,,,108171,,,
2008-01-02,SB,SBMAR2,SBMAR2 Comdty,12.09,55754,,,,,,,2885,,,
2008-01-02,SB,SBMAY1,SBMAY1 Comdty,11.03,123483,,,,,,,18019,,,
2008-01-02,SB,SBMAY2,SBMAY2 Comdty,12.23,38208,,,,,,,2821,,,
2008-01-02,SB,SBOCT1,SBOCT1 Comdty,11.54,83931,,,,,,,3414,,,
2008-01-02,SB,SBOCT2,SBOCT2 Comdty,12.23,,,,,,,,,,,
2008-01-03,CC,CCDEC1,CCDEC1 Comdty,2135.0,16150,29,,,,,,429,,,
2008-01-03,CC,CCDEC2,CCDEC2 Comdty,2222.0,,,,,,,,,,,
2008-01-03,CC,CCJUL1,CCJUL1 Comdty,2127.0,12098,402,,,,,,664,,,
2008-01-03,CC,CCJUL2,CCJUL2 Comdty,2169.0,,,,,,,,,,,
2008-01-03,CC,CCMAR1,CCMAR1 Comdty,2120.0,104643,1681,,,,,,11139,,,
2008-01-03,CC,CCMAR2,CCMAR2 Comdty,2143.0,5094,87,,,,,,19,,,
2008-01-03,CC,CCMAY1,CCMAY1 Comdty,2120.0,30475,227,,,,,,895,,,
2008-01-03,CC,CCMAY2,CCMAY2 Comdty,2148.0,2359,0,,,,,,1,,,
2008-01-03,CC,CCSEP1,CCSEP1 Comdty,2124.0,9412,398,,,,,,502,,,
2008-01-03,CC,CCSEP2,CCSEP2 Comdty,2187.0,,,,,,,,,,,
2008-01-03,CT,CTDEC1,CTDEC1 Comdty,76.46,46164,272,,,,,,3987,,,
2008-01-03,CT,CTDEC2,CTDEC2 Comdty,81.95,,,,,,,,,,,
2008-01-03,CT,CTJUL1,CTJUL1 Comdty,72.19,28180,256,,,,,,1504,,,
2008-01-03,CT,CTJUL2,CTJUL2 Comdty,81.2,,,,,,,,,,,
2008-01-03,CT,CTMAR1,CTMAR1 Comdty,68.71,139648,-554,,,,,,15813,,,
2008-01-03,CT,CTMAR2,CTMAR2 Comdty,78.9,1432,357,,,,,,665,,,
2008-01-03,CT,CTMAY1,CTMAY1 Comdty,70.4,25928,766,,,,,,2278,,,
2008-01-03,CT,CTMAY2,CTMAY2 Comdty,80.2,324,0,,,,,,,,,
2008-01-03,CT,CTOCT1,CTOCT1 Comdty,74.4,469,0,,,,,,,,,
2008-01-03,CT,CTOCT2,CTOCT2 Comdty,81.35,,,,,,,,,,,
2008-01-03,KC,KCDEC1,KCDEC1 Comdty,145.9,5995,-37,,,,,,135,,,
2008-01-03,KC,KCDEC2,KCDEC2 Comdty,157.25,,,,,,,,,,,
2008-01-03,KC,KCJUL1,KCJUL1 Comdty,140.25,6447,9,,,,,,336,,,
2008-01-03,KC,KCJUL2,KCJUL2 Comdty,153.0,,,,,,,,,,,
2008-01-03,KC,KCMAR1,KCMAR1 Comdty,135.2,113256,591,,,,,,8441,,,
2008-01-03,KC,KCMAR2,KCMAR2 Comdty,149.15,4080,22,,,,,,92,,,
2008-01-03,KC,KCMAY1,KCMAY1 Comdty,137.8,26740,909,,,,,,1741,,,
2008-01-03,KC,KCMAY2,KCMAY2 Comdty,151.15,1326,2,,,,,,,,,
2008-01-03,KC,KCSEP1,KCSEP1 Comdty,142.5,8659,5,,,,,,332,,,
2008-01-03,KC,KCSEP2,KCSEP2 Comdty,154.7,,,,,,,,,,,
2008-01-03,SB,SBJUL1,SBJUL1 Comdty,11.57,94950,435,,,,,,15116,,,
2008-01-03,SB,SBJUL2,SBJUL2 Comdty,12.44,,,,,,,,,,,
2008-01-03,SB,SBMAR1,SBMAR1 Comdty,11.14,502095,2159,,,,,,64217,,,
2008-01-03,SB,SBMAR2,SBMAR2 Comdty,12.43,56412,658,,,,,,5610,,,
2008-01-03,SB,SBMAY1,SBMAY1 Comdty,11.4,127435,3952,,,,,,24664,,,
2008-01-03,SB,SBMAY2,SBMAY2 Comdty,12.59,40995,2787,,,,,,5590,,,
2008-01-03,SB,SBOCT1,SBOCT1 Comdty,11.88,88171,4240,,,,,,8104,,,
2008-01-03,SB,SBOCT2,SBOCT2 Comdty,12.54,,,,,,,,,,,
2008-01-04,CC,CCDEC1,CCDEC1 Comdty,2119.0,16112,-38,,,,,,251,,,
2008-01-04,CC,CCDEC2,CCDEC2 Comdty,2178.0,,,,,,,,,,,
2008-01-04,CC,CCJUL1,CCJUL1 Comdty,2112.0,12190,92,,,,,,214,,,
2008-01-04,CC,CCJUL2,CCJUL2 Comdty,2150.0,,,,,,,,,,,
2008-01-04,CC,CCMAR1,CCMAR1 Comdty,2098.0,104975,332,,,,,,9298,,,
2008-01-04,CC,CCMAR2,CCMAR2 Comdty,2128.0,5145,51,,,,,,110,,,
2008-01-04,CC,CCMAY1,CCMAY1 Comdty,2104.0,31104,629,,,,,,2816,,,
2008-01-04,CC,CCMAY2,CCMAY2 Comdty,2133.0,2359,0,,,,,,1,,,
2008-01-04,CC,CCSEP1,CCSEP1 Comdty,2112.0,9402,-10,,,,,,103,,,
2008-01-04,CC,CCSEP2,CCSEP2 Comdty,2165.0,,,,,,,,,,,
2008-01-04,CT,CTDEC1,CTDEC1 Comdty,76.27,46357,193,,,,,,2539,,,
2008-01-04,CT,CTDEC2,CTDEC2 Comdty,81.95,,,,,,,,,,,
2008-01-04,CT,CTJUL1,CTJUL1 Comdty,72.04,28371,191,,,,,,1573,,,
2008-01-04,CT,CTJUL2,CTJUL2 Comdty,81.05,,,,,,,,,,,
2008-01-04,CT,CTMAR1,CTMAR1 Comdty,68.69,140243,595,,,,,,15281,,,
2008-01-04,CT,CTMAR2,CTMAR2 Comdty,79.02,1762,330,,,,,,416,,,
2008-01-04,CT,CTMAY1,CTMAY1 Comdty,70.36,26554,626,,,,,,2137,,,
2008-01-04,CT,CTMAY2,CTMAY2 Comdty,80.07,324,0,,,,,,,,,
2008-01-04,CT,CTOCT1,CTOCT1 Comdty,74.3,469,0,,,,,,,,,
2008-01-04,CT,CTOCT2,CTOCT2 Comdty,81.3,,,,,,,,,,,
2008-01-04,KC,KCDEC1,KCDEC1 Comdty,143.3,6042,47,,,,,,330,,,
2008-01-04,KC,KCDEC2,KCDEC2 Comdty,154.7,,,,,,,,,,,
2008-01-04,KC,KCJUL1,KCJUL1 Comdty,137.7,6810,363,,,,,,486,,,
2008-01-04,KC,KCJUL2,KCJUL2 Comdty,150.4,,,,,,,,,,,
2008-01-04,KC,KCMAR1,KCMAR1 Comdty,132.7,112909,-347,,,,,,12915,,,
2008-01-04,KC,KCMAR2,KCMAR2 Comdty,146.5,4121,41,,,,,,81,,,
2008-01-04,KC,KCMAY1,KCMAY1 Comdty,135.3,27008,268,,,,,,1641,,,
2008-01-04,KC,KCMAY2,KCMAY2 Comdty,148.5,1323,-3,,,,,,,,,
2008-01-04,KC,KCSEP1,KCSEP1 Comdty,139.95,8757,98,,,,,,612,,,
2008-01-04,KC,KCSEP2,KCSEP2 Comdty,152.1,,,,,,,,,,,
2008-01-04,SB,SBJUL1,SBJUL1 Comdty,11.78,96866,1916,,,,,,14786,,,
2008-01-04,SB,SBJUL2,SBJUL2 Comdty,12.63,,,,,,,,,,,
2008-01-04,SB,SBMAR1,SBMAR1 Comdty,11.32,491824,-10271,,,,,,70470,,,
2008-01-04,SB,SBMAR2,SBMAR2 Comdty,12.63,56542,130,,,,,,5158,,,
2008-01-04,SB,SBMAY1,SBMAY1 Comdty,11.6,130765,3330,,,,,,20998,,,
2008-01-04,SB,SBMAY2,SBMAY2 Comdty,12.8,41822,827,,,,,,2087,,,
2008-01-04,SB,SBOCT1,SBOCT1 Comdty,12.08,91801,3630,,,,,,7222,,,
2008-01-04,SB,SBOCT2,SBOCT2 Comdty,12.76,,,,,,,,,,,
2008-01-07,CC,CCDEC1,CCDEC1 Comdty,2148.0,15926,-186,,,,,,436,,,
2008-01-07,CC,CCDEC2,CCDEC2 Comdty,2234.0,,,,,,,,,,,
2008-01-07,CC,CCJUL1,CCJUL1 Comdty,2144.0,12136,-54,,,,,,175,,,
2008-01-07,CC,CCJUL2,CCJUL2 Comdty,2186.0,,,,,,,,,,,
2008-01-07,CC,CCMAR1,CCMAR1 Comdty,2131.0,105928,953,,,,,,8050,,,
2008-01-07,CC,CCMAR2,CCMAR2 Comdty,2157.0,5151,6,,,,,,13,,,
2008-01-07,CC,CCMAY1,CCMAY1 Comdty,2136.0,30991,-113,,,,,,1356,,,
2008-01-07,CC,CCMAY2,CCMAY2 Comdty,2162.0,2370,11,,,,,,11,,,
2008-01-07,CC,CCSEP1,CCSEP1 Comdty,2143.0,9474,72,,,,,,165,,,
2008-01-07,CC,CCSEP2,CCSEP2 Comdty,2215.0,,,,,,,,,,,
2008-01-07,CT,CTDEC1,CTDEC1 Comdty,76.46,46735,378,,,,,,1936,,,
2008-01-07,CT,CTDEC2,CTDEC2 Comdty,82.0,,,,,,,,,,,
2008-01-07,CT,CTJUL1,CTJUL1 Comdty,72.3,28351,-20,,,,,,465,,,
2008-01-07,CT,CTJUL2,CTJUL2 Comdty,81.66,,,,,,,,,,,
2008-01-07,CT,CTMAR1,CTMAR1 Comdty,68.95,143079,2836,,,,,,10234,,,
2008-01-07,CT,CTMAR2,CTMAR2 Comdty,79.2,1765,3,,,,,,6,,,
2008-01-07,CT,CTMAY1,CTMAY1 Comdty,70.63,26834,280,,,,,,1075,,,
2008-01-07,CT,CTMAY2,CTMAY2 Comdty,80.6,327,3,,,,,,3,,,
2008-01-07,CT,CTOCT1,CTOCT1 Comdty,74.65,469,0,,,,,,,,,
2008-01-07,CT,CTOCT2,CTOCT2 Comdty,81.4,,,,,,,,,,,
2008-01-07,KC,KCDEC1,KCDEC1 Comdty,142.15,6041,-1,,,,,,163,,,
2008-01-07,KC,KCDEC2,KCDEC2 Comdty,153.55,,,,,,,,,,,
2008-01-07,KC,KCJUL1,KCJUL1 Comdty,136.5,8264,1454,,,,,,1909,,,
2008-01-07,KC,KCJUL2,KCJUL2 Comdty,149.35,,,,,,,,,,,
2008-01-07,KC,KCMAR1,KCMAR1 Comdty,131.4,111315,-1594,,,,,,10460,,,
2008-01-07,KC,KCMAR2,KCMAR2 Comdty,145.4,4130,9,,,,,,38,,,
2008-01-07,KC,KCMAY1,KCMAY1 Comdty,134.05,28233,1225,,,,,,2946,,,
2008-01-07,KC,KCMAY2,KCMAY2 Comdty,147.4,1324,1,,,,,,,,,
2008-01-07,KC,KCSEP1,KCSEP1 Comdty,138.75,8800,43,,,,,,503,,,
2008-01-07,KC,KCSEP2,KCSEP2 Comdty,151.1,,,,,,,,,,,
2008-01-07,SB,SBJUL1,SBJUL1 Comdty,11.85,97022,156,,,,,,13189,,,
2008-01-07,SB,SBJUL2,SBJUL2 Comdty,12.68,,,,,,,,,,,
2008-01-07,SB,SBMAR1,SBMAR1 Comdty,11.37,491040,-784,,,,,,48435,,,
2008-01-07,SB,SBMAR2,SBMAR2 Comdty,12.72,57581,1039,,,,,,3648,,,
2008-01-07,SB,SBMAY1,SBMAY1 Comdty,11.68,132007,1242,,,,,,24663,,,
2008-01-07,SB,SBMAY2,SBMAY2 Comdty,12.87,42796,974,,,,,,2343,,,
2008-01-07,SB,SBOCT1,SBOCT1 Comdty,12.17,93663,1862,,,,,,7671,,,
2008-01-07,SB,SBOCT2,SBOCT2 Comdty,12.81,,,,,,,,,,,
2008-01-08,CC,CCDEC1,CCDEC1 Comdty,2169.0,16177,251,,,,,,397,,,
2008-01-08,CC,CCDEC2,CCDEC2 Comdty,2241.0,,,,,,,,,,,
2008-01-08,CC,CCJUL1,CCJUL1 Comdty,2174.0,12537,401,,,,,,1060,,,
2008-01-08,CC,CCJUL2,CCJUL2 Comdty,2202.0,,,,,,,,,,,
2008-01-08,CC,CCMAR1,CCMAR1 Comdty,2156.0,105633,-295,,,,,,10134,,,
2008-01-08,CC,CCMAR2,CCMAR2 Comdty,2177.0,5297,146,,,,,,179,,,
2008-01-08,CC,CCMAY1,CCMAY1 Comdty,2167.0,32012,1021,,,,,,3845,,,
2008-01-08,CC,CCMAY2,CCMAY2 Comdty,2180.0,2382,12,,,,,,34,,,
2008-01-08,CC,CCSEP1,CCSEP1 Comdty,2170.0,9625,151,,,,,,288,,,
2008-01-08,CC,CCSEP2,CCSEP2 Comdty,2229.0,,,,,,,,,,,
2008-01-08,CT,CTDEC1,CTDEC1 Comdty,77.16,48593,1858,,,,,,3508,,,
2008-01-08,CT,CTDEC2,CTDEC2 Comdty,82.3,,,,,,,,,,,
2008-01-08,CT,CTJUL1,CTJUL1 Comdty,72.85,29290,939,,,,,,3607,,,
2008-01-08,CT,CTJUL2,CTJUL2 Comdty,81.8,,,,,,,,,,,
2008-01-08,CT,CTMAR1,CTMAR1 Comdty,69.43,148823,5744,,,,,,23815,,,
2008-01-08,CT,CTMAR2,CTMAR2 Comdty,79.71,1775,10,,,,,,109,,,
2008-01-08,CT,CTMAY1,CTMAY1 Comdty,71.07,27893,1059,,,,,,3036,,,
2008-01-08,CT,CTMAY2,CTMAY2 Comdty,80.8,327,0,,,,,,10,,,
2008-01-08,CT,CTOCT1,CTOCT1 Comdty,75.2,479,10,,,,,,10,,,
2008-01-08,CT,CTOCT2,CTOCT2 Comdty,82.0,,,,,,,,,,,
2008-01-08,KC,KCDEC1,KCDEC1 Comdty,146.25,5951,-90,,,,,,299,,,
2008-01-08,KC,KCDEC2,KCDEC2 Comdty,157.95,,,,,,,,,,,
2008-01-08,KC,KCJUL1,KCJUL1 Comdty,140.6,8937,673,,,,,,1059,,,
2008-01-08,KC,KCJUL2,KCJUL2 Comdty,153.45,,,,,,,,,,,
2008-01-08,KC,KCMAR1,KCMAR1 Comdty,135.45,110925,-390,,,,,,15615,,,
2008-01-08,KC,KCMAR2,KCMAR2 Comdty,149.5,4158,28,,,,,,69,,,
2008-01-08,KC,KCMAY1,KCMAY1 Comdty,138.15,29892,1659,,,,,,3261,,,
2008-01-08,KC,KCMAY2,KCMAY2 Comdty,151.5,1346,22,,,,,,,,,
2008-01-08,KC,KCSEP1,KCSEP1 Comdty,142.85,8955,155,,,,,,404,,,
2008-01-08,KC,KCSEP2,KCSEP2 Comdty,155.2,,,,,,,,,,,
2008-01-08,SB,SBJUL1,SBJUL1 Comdty,11.89,100314,3292,,,,,,18460,,,
2008-01-08,SB,SBJUL2,SBJUL2 Comdty,12.77,,,,,,,,,,,
2008-01-08,SB,SBMAR1,SBMAR1 Comdty,11.37,501187,10147,,,,,,112324,,,
2008-01-08,SB,SBMAR2,SBMAR2 Comdty,12.76,58515,934,,,,,,4594,,,
2008-01-08,SB,SBMAY1,SBMAY1 Comdty,11.68,132269,262,,,,,,33727,,,
2008-01-08,SB,SBMAY2,SBMAY2 Comdty,12.92,43844,1048,,,,,,2926,,,
2008-01-08,SB,SBOCT1,SBOCT1 Comdty,12.2,95721,2058,,,,,,9233,,,
2008-01-08,SB,SBOCT2,SBOCT2 Comdty,12.88,,,,,,,,,,,
2008-01-09,CC,CCDEC1,CCDEC1 Comdty,2168.0,15876,-301,,,,,,709,,,
2008-01-09,CC,CCDEC2,CCDEC2 Comdty,2240.0,,,,,,,,,,,
2008-01-09,CC,CCJUL1,CCJUL1 Comdty,2169.0,12878,341,,,,,,686,,,
2008-01-09,CC,CCJUL2,CCJUL2 Comdty,2202.0,,,,,,,,,,,
2008-01-09,CC,CCMAR1,CCMAR1 Comdty,2151.0,105992,359,,,,,,5776,,,
2008-01-09,CC,CCMAR2,CCMAR2 Comdty,2171.0,5418,121,,,,,,181,,,
2008-01-09,CC,CCMAY1,CCMAY1 Comdty,2161.0,32003,-9,,,,,,749,,,
2008-01-09,CC,CCMAY2,CCMAY2 Comdty,2175.0,2382,0,,,,,,1,,,
2008-01-09,CC,CCSEP1,CCSEP1 Comdty,2165.0,9879,254,,,,,,329,,,
2008-01-09,CC,CCSEP2,CCSEP2 Comdty,2228.0,,,,,,,,,,,
2008-01-09,CT,CTDEC1,CTDEC1 Comdty,76.86,48902,309,,,,,,2952,,,
2008-01-09,CT,CTDEC2,CTDEC2 Comdty,82.14,,,,,,,,,,,
2008-01-09,CT,CTJUL1,CTJUL1 Comdty,72.5,29198,-92,,,,,,2865,,,
2008-01-09,CT,CTJUL2,CTJUL2 Comdty,81.8,,,,,,,,,,,
2008-01-09,CT,CTMAR1,CTMAR1 Comdty,69.02,150157,1334,,,,,,15260,,,
2008-01-09,CT,CTMAR2,CTMAR2 Comdty,79.26,1752,-23,,,,,,56,,,
2008-01-09,CT,CTMAY1,CTMAY1 Comdty,70.71,28222,329,,,,,,1880,,,
2008-01-09,CT,CTMAY2,CTMAY2 Comdty,80.8,327,0,,,,,,1,,,
2008-01-09,CT,CTOCT1,CTOCT1 Comdty,74.96,479,0,,,,,,1,,,
2008-01-09,CT,CTOCT2,CTOCT2 Comdty,82.0,,,,,,,,,,,
2008-01-09,KC,KCDEC1,KCDEC1 Comdty,146.5,6016,65,,,,,,409,,,
2008-01-09,KC,KCDEC2,KCDEC2 Comdty,158.1,,,,,,,,,,,
2008-01-09,KC,KCJUL1,KCJUL1 Comdty,140.8,8929,-8,,,,,,2150,,,
2008-01-09,KC,KCJUL2,KCJUL2 Comdty,153.7,,,,,,,,,,,
2008-01-09,KC,KCMAR1,KCMAR1 Comdty,135.6,111169,244,,,,,,11079,,,
2008-01-09,KC,KCMAR2,KCMAR2 Comdty,149.75,4082,-76,,,,,,44,,,
2008-01-09,KC,KCMAY1,KCMAY1 Comdty,138.3,30050,158,,,,,,6527,,,
2008-01-09,KC,KCMAY2,KCMAY2 Comdty,151.75,1338,-8,,,,,,,,,
2008-01-09,KC,KCSEP1,KCSEP1 Comdty,143.05,9141,186,,,,,,860,,,
2008-01-09,KC,KCSEP2,KCSEP2 Comdty,155.5,,,,,,,,,,,
2008-01-09,SB,SBJUL1,SBJUL1 Comdty,12.01,109106,8792,,,,,,20172,,,
2008-01-09,SB,SBJUL2,SBJUL2 Comdty,12.95,,,,,,,,,,,
2008-01-09,SB,SBMAR1,SBMAR1 Comdty,11.45,512411,11224,,,,,,80287,,,
2008-01-09,SB,SBMAR2,SBMAR2 Comdty,12.95,59262,747,,,,,,7990,,,
2008-01-09,SB,SBMAY1,SBMAY1 Comdty,11.8,137329,5060,,,,,,29181,,,
2008-01-09,SB,SBMAY2,SBMAY2 Comdty,13.1,45342,1498,,,,,,3536,,,
2008-01-09,SB,SBOCT1,SBOCT1 Comdty,12.39,101273,5552,,,,,,15470,,,
2008-01-09,SB,SBOCT2,SBOCT2 Comdty,13.03,,,,,,,,,,,
2008-01-10,CC,CCDEC1,CCDEC1 Comdty,2190.0,15713,-163,,,,,,599,,,
2008-01-10,CC,CCDEC2,CCDEC2 Comdty,2261.0,,,,,,,,,,,
2008-01-10,CC,CCJUL1,CCJUL1 Comdty,2189.0,14294,1416,,,,,,2160,,,
2008-01-10,CC,CCJUL2,CCJUL2 Comdty,2222.0,,,,,,,,,,,
2008-01-10,CC,CCMAR1,CCMAR1 Comdty,2166.0,105148,-844,,,,,,7863,,,
2008-01-10,CC,CCMAR2,CCMAR2 Comdty,2196.0,5449,31,,,,,,32,,,
2008-01-10,CC,CCMAY1,CCMAY1 Comdty,2178.0,32562,559,,,,,,2220,,,
2008-01-10,CC,CCMAY2,CCMAY2 Comdty,2197.0,2385,3,,,,,,4,,,
2008-01-10,CC,CCSEP1,CCSEP1 Comdty,2186.0,9876,-3,,,,,,182,,,
2008-01-10,CC,CCSEP2,CCSEP2 Comdty,2248.0,,,,,,,,,,,
2008-01-10,CT,CTDEC1,CTDEC1 Comdty,74.56,49354,452,,,,,,5058,,,
2008-01-10,CT,CTDEC2,CTDEC2 Comdty,81.25,,,,,,,,,,,
2008-01-10,CT,CTJUL1,CTJUL1 Comdty,70.4,30207,1009,,,,,,2308,,,
2008-01-10,CT,CTJUL2,CTJUL2 Comdty,79.6,,,,,,,,,,,
2008-01-10,CT,CTMAR1,CTMAR1 Comdty,66.96,141222,-8935,,,,,,32272,,,
2008-01-10,CT,CTMAR2,CTMAR2 Comdty,77.2,1776,24,,,,,,64,,,
2008-01-10,CT,CTMAY1,CTMAY1 Comdty,68.64,29215,993,,,,,,3309,,,
2008-01-10,CT,CTMAY2,CTMAY2 Comdty,78.6,327,0,,,,,,,,,
2008-01-10,CT,CTOCT1,CTOCT1 Comdty,72.85,510,31,,,,,,31,,,
2008-01-10,CT,CTOCT2,CTOCT2 Comdty,81.25,,,,,,,,,,,
2008-01-10,KC,KCDEC1,KCDEC1 Comdty,147.65,6027,11,,,,,,105,,,
2008-01-10,KC,KCDEC2,KCDEC2 Comdty,159.25,,,,,,,,,,,
2008-01-10,KC,KCJUL1,KCJUL1 Comdty,141.85,9196,267,,,,,,1168,,,
2008-01-10,KC,KCJUL2,KCJUL2 Comdty,154.9,,,,,,,,,,,
2008-01-10,KC,KCMAR1,KCMAR1 Comdty,136.65,110899,-270,,,,,,14882,,,
2008-01-10,KC,KCMAR2,KCMAR2 Comdty,150.9,4140,58,,,,,,135,,,
2008-01-10,KC,KCMAY1,KCMAY1 Comdty,139.3,30750,700,,,,,,2368,,,
2008-01-10,KC,KCMAY2,KCMAY2 Comdty,152.9,1350,12,,,,,,,,,
2008-01-10,KC,KCSEP1,KCSEP1 Comdty,144.2,9360,219,,,,,,539,,,
2008-01-10,KC,KCSEP2,KCSEP2 Comdty,156.75,,,,,,,,,,,
2008-01-10,SB,SBJUL1,SBJUL1 Comdty,12.03,113281,4175,,,,,,22760,,,
2008-01-10,SB,SBJUL2,SBJUL2 Comdty,12.98,,,,,,,,,,,
2008-01-10,SB,SBMAR1,SBMAR1 Comdty,11.39,522063,9652,,,,,,97416,,,
2008-01-10,SB,SBMAR2,SBMAR2 Comdty,13.0,59932,670,,,,,,7799,,,
2008-01-10,SB,SBMAY1,SBMAY1 Comdty,11.8,144272,6943,,,,,,39035,,,
2008-01-10,SB,SBMAY2,SBMAY2 Comdty,13.12,44727,-615,,,,,,3262,,,
2008-01-10,SB,SBOCT1,SBOCT1 Comdty,12.44,101387,114,,,,,,18834,,,
2008-01-10,SB,SBOCT2,SBOCT2 Comdty,13.04,,,,,,,,,,,
2008-01-11,CC,CCDEC1,CCDEC1 Comdty,2192.0,15984,271,,,,,,535,,,
2008-01-11,CC,CCDEC2,CCDEC2 Comdty,2256.0,,,,,,,,,,,
2008-01-11,CC,CCJUL1,CCJUL1 Comdty,2187.0,15165,871,,,,,,1461,,,
2008-01-11,CC,CCJUL2,CCJUL2 Comdty,2222.0,,,,,,,,,,,
2008-01-11,CC,CCMAR1,CCMAR1 Comdty,2162.0,105880,732,,,,,,12128,,,
2008-01-11,CC,CCMAR2,CCMAR2 Comdty,2198.0,5482,33,,,,,,72,,,
2008-01-11,CC,CCMAY1,CCMAY1 Comdty,2177.0,34643,2081,,,,,,3864,,,
2008-01-11,CC,CCMAY2,CCMAY2 Comdty,2202.0,2386,1,,,,,,4,,,
2008-01-11,CC,CCSEP1,CCSEP1 Comdty,2188.0,9880,4,,,,,,294,,,
2008-01-11,CC,CCSEP2,CCSEP2 Comdty,2243.0,,,,,,,,,,,
2008-01-11,CT,CTDEC1,CTDEC1 Comdty,77.56,48881,-473,,,,,,8105,,,
2008-01-11,CT,CTDEC2,CTDEC2 Comdty,83.55,,,,,,,,,,,
2008-01-11,CT,CTJUL1,CTJUL1 Comdty,73.4,30390,183,,,,,,1966,,,
2008-01-11,CT,CTJUL2,CTJUL2 Comdty,82.3,,,,,,,,,,,
2008-01-11,CT,CTMAR1,CTMAR1 Comdty,69.96,146343,5121,,,,,,34848,,,
2008-01-11,CT,CTMAR2,CTMAR2 Comdty,79.9,1657,-119,,,,,,173,,,
2008-01-11,CT,CTMAY1,CTMAY1 Comdty,71.64,29224,9,,,,,,2336,,,
2008-01-11,CT,CTMAY2,CTMAY2 Comdty,81.3,332,5,,,,,,20,,,
2008-01-11,CT,CTOCT1,CTOCT1 Comdty,75.85,502,-8,,,,,,149,,,
2008-01-11,CT,CTOCT2,CTOCT2 Comdty,83.55,,,,,,,,,,,
2008-01-11,KC,KCDEC1,KCDEC1 Comdty,147.35,6108,81,,,,,,173,,,
2008-01-11,KC,KCDEC2,KCDEC2 Comdty,159.2,,,,,,,,,,,
2008-01-11,KC,KCJUL1,KCJUL1 Comdty,141.55,9758,562,,,,,,733,,,
2008-01-11,KC,KCJUL2,KCJUL2 Comdty,154.65,,,,,,,,,,,
2008-01-11,KC,KCMAR1,KCMAR1 Comdty,136.3,112039,1140,,,,,,15225,,,
2008-01-11,KC,KCMAR2,KCMAR2 Comdty,150.6,4250,110,,,,,,252,,,
2008-01-11,KC,KCMAY1,KCMAY1 Comdty,139.0,31718,968,,,,,,2758,,,
