date,ct1_close,ct2_close,ct3_close,atm_iv_30d,ct1_ct2_spread,ct2_ct3_spread,si_carry_approx,pct_si_approx,hv30,hv60,iv_hv30_ratio,atm_iv_zscore_1yr,iv_hv30_ratio_zscore,pct_si_zscore_1yr,ct1_ct2_zscore
2024-07-17,72.07,73.92,75.27,20.52,-1.85,-1.35,1.6186,114.3,30.2566,31.973,0.6782,,,1.0143,-0.9579
2024-07-18,71.93,73.76,75.07,22.91,-1.83,-1.31,1.6174,113.14,30.2218,31.7403,0.7581,,,0.9915,-0.9353
2024-07-19,70.7,72.62,74.0,23.83,-1.92,-1.38,1.6068,119.49,30.3016,31.8858,0.7864,,,1.067,-0.9981
2024-07-22,70.62,72.51,73.9,23.53,-1.89,-1.39,1.6062,117.67,29.9648,31.8549,0.7853,,,1.0352,-0.9675
2024-07-23,69.48,71.36,72.82,23.48,-1.88,-1.46,1.5964,117.76,29.7132,31.983,0.7902,,,1.0285,-0.9525
2024-07-24,68.65,70.41,71.82,23.99,-1.76,-1.41,1.5892,110.75,28.8575,32.0454,0.8313,,,0.9295,-0.8526
2024-07-25,68.9,70.66,72.02,25.62,-1.76,-1.36,1.5914,110.59,28.5869,32.0003,0.8962,,,0.9205,-0.8463
2024-07-26,67.99,69.76,71.13,25.94,-1.77,-1.37,1.5836,111.77,28.5723,31.687,0.9079,,,0.929,-0.8478
2024-07-29,69.21,70.91,72.2,24.43,-1.7,-1.29,1.5941,106.64,29.1023,31.7711,0.8395,,,0.8559,-0.7879
2024-07-30,69.55,71.18,72.4,23.9,-1.63,-1.22,1.597,102.07,29.1214,31.7294,0.8207,,,0.7905,-0.7284
2024-07-31,68.99,70.67,71.93,24.24,-1.68,-1.26,1.5922,105.51,28.9103,30.9935,0.8385,,,0.8294,-0.7617
2024-08-01,68.08,69.7,70.98,23.82,-1.62,-1.28,1.5844,102.25,28.7345,30.9993,0.829,,,0.7813,-0.7101
2024-08-02,68.25,69.87,71.14,23.84,-1.62,-1.27,1.5858,102.16,28.7544,30.9721,0.8291,,,0.7747,-0.7051
2024-08-05,67.78,69.42,70.67,25.12,-1.64,-1.25,1.5818,103.68,26.6019,30.1324,0.9443,,,0.7888,-0.7155
2024-08-06,67.3,68.95,70.17,24.67,-1.65,-1.22,1.5777,104.58,23.0389,29.9706,1.0708,,,0.7948,-0.7181
2024-08-07,67.73,69.25,70.47,25.27,-1.52,-1.22,1.5813,96.12,22.3864,29.8825,1.1288,,,0.6798,-0.6129
2024-08-08,67.24,68.73,69.99,25.54,-1.49,-1.26,1.5771,94.48,22.4026,29.8706,1.14,,,0.6536,-0.5852
2024-08-09,68.34,69.68,70.91,26.57,-1.34,-1.23,1.5866,84.46,22.9515,29.0918,1.1577,,,0.5191,-0.4652
2024-08-12,69.07,70.5,71.72,27.29,-1.43,-1.22,1.5929,89.77,21.4432,29.0958,1.2727,,,0.5835,-0.5306
2024-08-13,67.99,69.57,70.91,29.26,-1.58,-1.34,1.5836,99.77,16.7997,29.124,1.7417,,,0.7079,-0.6414
2024-08-14,67.05,68.65,70.01,29.81,-1.6,-1.36,1.5755,101.56,17.1088,29.2233,1.7424,,,0.7254,-0.6516
2024-08-15,67.15,68.72,70.04,20.2,-1.57,-1.32,1.5764,99.59,17.14,29.2214,1.1785,,,0.6943,-0.6233
2024-08-16,67.24,68.74,69.99,19.45,-1.5,-1.25,1.5771,95.11,16.4135,29.1973,1.185,,,0.6309,-0.5643
2024-08-19,68.68,70.06,71.21,19.07,-1.38,-1.15,1.5895,86.82,17.7056,28.3709,1.0771,,,0.5187,-0.4671
2024-08-20,69.34,70.68,71.76,19.05,-1.34,-1.08,1.5952,84.0,17.8765,27.7214,1.0656,,,0.4776,-0.432
2024-08-21,70.35,71.62,72.67,18.78,-1.27,-1.05,1.6038,79.19,18.3277,27.8261,1.0247,,,0.411,-0.3738
2024-08-22,69.34,70.86,72.05,19.0,-1.52,-1.19,1.5952,95.29,18.7837,27.4124,1.0115,,,0.6156,-0.5631
2024-08-23,70.91,72.28,73.38,19.32,-1.37,-1.1,1.6086,85.17,19.8732,27.7489,0.9722,,,0.4793,-0.4423
2024-08-26,70.26,71.79,72.96,19.13,-1.53,-1.17,1.6031,95.44,19.4073,26.5253,0.9857,,,0.6082,-0.5619
2024-08-27,69.98,71.58,72.77,18.51,-1.6,-1.19,1.6007,99.96,18.9834,26.2263,0.9751,,,0.6617,-0.6111
2024-08-28,68.55,70.2,71.45,18.47,-1.65,-1.25,1.5884,103.88,19.5701,25.2805,0.9438,,,0.7071,-0.6446
2024-08-29,69.92,71.52,72.7,18.51,-1.6,-1.18,1.6001,99.99,20.5335,25.6166,0.9015,,,0.651,-0.6007
2024-08-30,69.99,71.65,72.87,18.04,-1.66,-1.22,1.6007,103.7,19.9472,25.458,0.9044,,,0.6937,-0.642
2024-09-03,70.5,72.21,73.39,19.11,-1.71,-1.18,1.6051,106.54,20.0661,25.3415,0.9524,,,0.725,-0.6754
2024-09-04,69.81,71.54,72.75,18.77,-1.73,-1.21,1.5992,108.18,19.6972,25.0543,0.9529,,,0.7404,-0.6853
2024-09-05,69.44,71.25,72.51,19.09,-1.81,-1.26,1.596,113.41,19.4312,24.4371,0.9824,,,0.8023,-0.7417
2024-09-06,67.88,69.69,71.02,19.47,-1.81,-1.33,1.5826,114.37,20.5188,24.6924,0.9489,,,0.8088,-0.7361
2024-09-09,67.69,69.46,70.8,19.42,-1.77,-1.34,1.581,111.95,20.1725,24.5563,0.9627,,,0.7715,-0.6998
2024-09-10,68.21,69.84,71.13,19.9,-1.63,-1.29,1.5855,102.81,19.5953,24.601,1.0155,,,0.6475,-0.5864
2024-09-11,69.61,71.17,72.36,19.45,-1.56,-1.19,1.5975,97.65,20.4541,24.9559,0.9509,,,0.5758,-0.5278
2024-09-12,70.38,71.81,72.94,19.59,-1.43,-1.13,1.6041,89.15,20.544,24.8812,0.9536,,,0.4612,-0.423
2024-09-13,69.82,71.24,72.41,19.14,-1.42,-1.17,1.5993,88.79,20.2877,24.7266,0.9434,,,0.4533,-0.4123
2024-09-16,72.82,74.24,75.25,21.4,-1.42,-1.01,1.625,87.38,23.5483,26.1992,0.9088,,,0.4316,-0.4092
2024-09-17,72.16,73.69,74.75,21.37,-1.53,-1.06,1.6194,94.48,23.6302,25.013,0.9044,,,0.5216,-0.4926
2024-09-18,71.27,72.99,74.14,21.52,-1.72,-1.15,1.6117,106.72,23.8584,23.4539,0.902,,,0.6774,-0.6372
2024-09-19,73.03,74.6,75.61,23.28,-1.57,-1.01,1.6268,96.51,24.708,23.6922,0.9422,,,0.5416,-0.5179
2024-09-20,73.52,75.14,76.16,22.64,-1.62,-1.02,1.631,99.33,24.5589,23.7294,0.9219,,,0.575,-0.5537
2024-09-23,73.44,75.19,76.26,22.55,-1.75,-1.07,1.6304,107.34,24.258,23.647,0.9296,,,0.6752,-0.651
2024-09-24,74.09,75.85,76.93,22.86,-1.76,-1.08,1.6359,107.59,24.2102,22.7763,0.9442,,,0.6748,-0.6554
2024-09-25,73.2,75.0,76.12,23.25,-1.8,-1.12,1.6283,110.54,23.9939,20.903,0.969,,,0.7085,-0.6821
2024-09-26,73.02,74.77,75.87,23.71,-1.75,-1.1,1.6268,107.57,23.5396,20.8781,1.0072,,,0.6653,-0.6389
2024-09-27,72.72,74.52,75.61,23.4,-1.8,-1.09,1.6242,110.82,23.6235,20.8729,0.9905,,,0.7026,-0.6731
2024-09-30,73.61,75.36,76.52,23.5,-1.75,-1.16,1.6318,107.24,23.7789,20.6213,0.9883,,,0.652,-0.6304
2024-10-01,73.09,75.08,76.28,23.32,-1.99,-1.2,1.6274,122.28,23.3088,20.6813,1.0005,,,0.8413,-0.8109
2024-10-02,73.4,75.38,76.61,23.17,-1.98,-1.23,1.63,121.47,23.2109,20.635,0.9982,,,0.8259,-0.7987
2024-10-03,72.73,74.8,76.05,22.86,-2.07,-1.25,1.6243,127.44,23.1096,20.7083,0.9892,,,0.8974,-0.863
2024-10-04,73.27,75.28,76.52,22.03,-2.01,-1.24,1.6289,123.4,22.6945,20.7556,0.9707,,,0.8404,-0.8123
2024-10-07,73.53,75.62,76.9,22.92,-2.09,-1.28,1.6311,128.13,21.8532,20.7382,1.0488,,,0.8963,-0.8692
2024-10-08,72.27,74.42,75.75,23.37,-2.15,-1.33,1.6203,132.69,22.3083,20.7894,1.0476,,,0.9494,-0.9104
2024-10-09,72.25,74.36,75.7,23.1,-2.11,-1.34,1.6201,130.24,22.2629,20.5583,1.0376,,,0.915,-0.8775
2024-10-10,72.66,74.75,76.11,19.25,-2.09,-1.36,1.6237,128.72,21.3192,20.4939,0.9029,,,0.8935,-0.8608
2024-10-11,72.21,74.33,75.71,18.72,-2.12,-1.38,1.6198,130.88,20.752,20.531,0.9021,,,0.9182,-0.8813
2024-10-14,71.03,73.19,74.64,19.08,-2.16,-1.45,1.6097,134.19,21.3665,20.5038,0.893,,,0.9575,-0.9097
2024-10-15,70.62,72.75,74.21,19.05,-2.13,-1.46,1.6062,132.61,21.342,20.5378,0.8926,,,0.9345,-0.8848
2024-10-16,71.26,73.34,74.79,19.11,-2.08,-1.45,1.6116,129.06,21.2822,20.3349,0.8979,,,0.8876,-0.8457
2024-10-17,70.76,72.85,74.31,19.13,-2.09,-1.46,1.6074,130.02,21.3303,20.2302,0.8968,,,0.8997,-0.854
2024-10-18,70.99,73.09,74.53,18.0,-2.1,-1.44,1.6093,130.49,20.1557,20.2278,0.893,,,0.9044,-0.8611
2024-10-21,72.2,74.12,75.5,18.84,-1.92,-1.38,1.6197,118.54,20.5949,20.2948,0.9148,,,0.7519,-0.7239
2024-10-22,72.08,74.04,75.41,18.24,-1.96,-1.37,1.6187,121.08,20.5556,19.997,0.8873,,,0.7845,-0.7552
2024-10-23,72.51,74.53,75.86,18.4,-2.02,-1.33,1.6224,124.51,19.8427,20.0076,0.9273,,,0.8262,-0.7996
2024-10-24,71.53,73.62,75.03,18.11,-2.09,-1.41,1.614,129.49,20.0841,20.1427,0.9017,,,0.8872,-0.8513
2024-10-25,70.66,72.85,74.39,17.91,-2.19,-1.54,1.6065,136.32,20.2777,20.1132,0.8832,,,0.9707,-0.9249
2024-10-28,70.36,72.54,74.1,17.77,-2.18,-1.56,1.6039,135.92,15.9986,20.1339,1.1107,,,0.9617,-0.9141
2024-10-29,70.56,72.74,74.28,17.71,-2.18,-1.54,1.6056,135.77,15.8561,20.0795,1.1169,,,0.9569,-0.9119
2024-10-30,69.92,72.2,73.85,17.61,-2.28,-1.65,1.6001,142.49,15.673,20.1168,1.1236,,,1.0392,-0.9861
2024-10-31,69.57,71.83,73.46,18.13,-2.26,-1.63,1.5971,141.51,13.7969,20.1136,1.3141,,,1.0261,-0.9711
2024-11-01,70.17,72.33,73.83,17.87,-2.16,-1.5,1.6023,134.81,13.9068,20.1165,1.285,,,0.9414,-0.8957
2024-11-04,69.93,72.27,73.76,18.04,-2.34,-1.49,1.6002,146.23,13.9165,19.8707,1.2963,,,1.0854,-1.0328
2024-11-05,69.95,72.32,73.73,18.05,-2.37,-1.41,1.6004,148.09,13.5757,19.7557,1.3296,,,1.1089,-1.0564
2024-11-06,69.69,72.08,73.53,17.2,-2.39,-1.45,1.5982,149.54,13.2437,19.4924,1.2987,,,1.1303,-1.0754
2024-11-07,71.05,73.43,74.78,17.25,-2.38,-1.35,1.6098,147.84,14.5656,19.6385,1.1843,,,1.1121,-1.0714
2024-11-08,70.98,73.25,74.59,16.87,-2.27,-1.34,1.6092,141.06,14.5339,19.6423,1.1607,,,1.0297,-0.9912
2024-11-11,69.69,72.2,73.55,17.67,-2.51,-1.35,1.5982,157.05,14.8537,20.0347,1.1896,,,1.2332,-1.1758
2024-11-12,68.77,71.07,72.4,17.78,-2.3,-1.33,1.5903,144.63,15.1504,19.7653,1.1736,,,1.0742,-1.0146
2024-11-13,68.9,71.1,72.38,17.35,-2.2,-1.28,1.5914,138.24,15.0813,19.6693,1.1504,,,0.9914,-0.9371
2024-11-14,68.32,70.56,71.86,17.09,-2.24,-1.3,1.5864,141.2,15.0536,19.5044,1.1353,,,1.0295,-0.969
2024-11-15,66.8,68.91,70.28,17.17,-2.11,-1.37,1.5734,134.1,15.8878,19.8174,1.0807,,,0.9417,-0.8726
2024-11-18,66.62,69.02,70.35,17.32,-2.4,-1.33,1.5718,152.69,15.7642,19.2315,1.0987,,,1.1752,-1.0932
2024-11-19,66.89,69.25,70.5,17.53,-2.36,-1.25,1.5741,149.93,15.3247,19.1828,1.1439,,,1.1407,-1.0642
2024-11-20,68.46,70.28,71.51,17.46,-1.82,-1.23,1.5876,114.64,17.0451,19.7905,1.0243,,,0.701,-0.659
2024-11-21,69.19,70.43,71.65,17.23,-1.24,-1.22,1.5939,77.8,17.2917,19.4562,0.9964,,,0.2393,-0.2207
2024-11-22,71.65,70.77,71.89,16.64,0.88,-1.12,1.615,-54.49,20.2108,20.3369,0.8233,,,-1.4446,1.409
2024-11-25,73.2,71.72,72.72,17.49,1.48,-1.0,1.6283,-90.89,20.5485,20.7871,0.8512,,,-1.8898,1.853
2024-11-26,73.37,71.68,72.79,17.0,1.69,-1.11,1.6298,-103.69,20.4498,20.7456,0.8313,,,-2.0283,1.9909
2024-11-27,73.57,71.75,72.84,16.78,1.82,-1.09,1.6315,-111.55,20.3235,20.6335,0.8256,,,-2.0998,2.0634
2024-11-29,73.35,71.93,72.98,17.02,1.42,-1.05,1.6296,-87.14,20.2168,20.6092,0.8419,,,-1.7769,1.744
2024-12-02,71.49,72.65,73.57,17.4,-1.16,-0.92,1.6136,71.89,21.6502,20.7628,0.8037,,,0.1918,-0.1874
2024-12-03,71.27,72.55,73.47,16.8,-1.28,-0.92,1.6117,79.42,21.0806,20.7649,0.7969,,,0.2833,-0.2755
2024-12-04,71.25,72.5,73.43,16.66,-1.25,-0.93,1.6116,77.56,21.0774,20.7177,0.7904,,,0.2585,-0.2515
2024-12-05,71.1,72.38,73.34,16.33,-1.28,-0.96,1.6103,79.49,20.9962,20.3178,0.7778,,,0.2803,-0.2719
2024-12-06,70.11,71.35,72.41,16.36,-1.24,-1.06,1.6018,77.41,21.0187,20.4047,0.7784,,,0.2527,-0.2403
2024-12-09,69.95,71.19,72.25,17.02,-1.24,-1.06,1.6004,77.48,20.7388,20.3435,0.8207,,,0.2512,-0.2381
2024-12-10,69.48,70.69,71.75,17.02,-1.21,-1.06,1.5964,75.8,20.7921,18.4021,0.8186,,,0.2284,-0.2138
2024-12-11,70.15,71.27,72.25,16.53,-1.12,-0.98,1.6021,69.91,20.9755,18.4399,0.7881,,,0.1536,-0.1448
2024-12-12,70.09,71.27,72.26,16.65,-1.18,-0.99,1.6016,73.68,20.8063,18.2717,0.8002,,,0.1989,-0.1884
2024-12-13,69.27,70.41,71.41,15.88,-1.14,-1.0,1.5946,71.49,21.0407,17.6794,0.7547,,,0.17,-0.1569
2024-12-16,69.06,70.22,71.27,15.89,-1.16,-1.05,1.5928,72.83,20.8907,17.6138,0.7606,,,0.185,-0.1704
2024-12-17,68.69,69.82,70.84,16.05,-1.13,-1.02,1.5896,71.09,20.9218,17.6361,0.7671,,,0.1622,-0.1469
2024-12-18,68.08,69.21,70.23,15.9,-1.13,-1.02,1.5844,71.32,21.0577,17.5841,0.7551,,,0.1638,-0.1458
2024-12-19,67.91,69.03,69.98,16.41,-1.12,-0.95,1.5829,70.76,21.0465,17.4448,0.7797,,,0.1558,-0.1374
2024-12-20,68.06,69.17,70.12,16.38,-1.11,-0.95,1.5842,70.07,20.1867,17.4572,0.8114,,,0.1462,-0.1292
2024-12-23,69.42,70.47,71.36,17.07,-1.05,-0.89,1.5959,65.79,21.1035,17.9648,0.8089,,,0.0926,-0.0837
2024-12-24,68.78,69.88,70.85,16.01,-1.1,-0.97,1.5904,69.16,20.6037,17.842,0.777,,,0.1335,-0.1205
2024-12-26,68.75,69.86,70.88,16.03,-1.11,-1.02,1.5901,69.81,20.2406,17.7991,0.792,,,0.1408,-0.1275
2024-12-27,68.89,69.96,70.99,15.92,-1.07,-1.03,1.5913,67.24,20.2418,17.7771,0.7865,,,0.1086,-0.0974
2024-12-30,68.48,69.59,70.59,16.03,-1.11,-1.0,1.5878,69.91,20.1644,17.7267,0.795,,,0.141,-0.1269
2024-12-31,68.4,69.49,70.5,15.88,-1.09,-1.01,1.5871,68.68,19.0033,17.6401,0.8356,,,0.1258,-0.1121
2025-01-02,68.57,69.73,70.75,16.23,-1.16,-1.02,1.5886,73.02,18.98,17.6294,0.8551,,,0.1793,-0.1644
2025-01-03,67.66,68.81,69.89,16.01,-1.15,-1.08,1.5807,72.75,19.4,17.4939,0.8253,,,0.1757,-0.1569
2025-01-06,68.68,69.82,70.85,16.53,-1.14,-1.03,1.5895,71.72,18.692,17.8006,0.8843,,,0.1629,-0.1496
2025-01-07,68.51,69.68,70.75,16.71,-1.17,-1.07,1.588,73.68,18.4363,17.7517,0.9064,,,0.1869,-0.1721
2025-01-08,68.23,69.37,70.4,16.73,-1.14,-1.03,1.5856,71.9,15.121,17.7303,1.1064,,,0.1644,-0.1494
2025-01-09,68.5,69.68,70.75,17.5,-1.18,-1.07,1.588,74.31,13.5782,17.4581,1.2888,,,0.1937,-0.179
2025-01-10,67.01,68.26,69.37,17.08,-1.25,-1.11,1.5752,79.36,14.6584,17.9719,1.1652,,,0.2557,-0.2311
2025-01-13,67.64,68.87,69.93,17.59,-1.23,-1.06,1.5806,77.82,15.0064,17.9799,1.1722,,,0.2356,-0.2154
2025-01-14,67.5,68.7,69.72,17.5,-1.2,-1.02,1.5794,75.98,15.0078,17.9359,1.1661,,,0.2119,-0.1922
2025-01-15,67.77,68.92,69.92,17.65,-1.15,-1.0,1.5817,72.71,13.4547,17.9437,1.3118,,,0.1705,-0.1542
2025-01-16,66.73,67.85,68.88,17.86,-1.12,-1.03,1.5728,71.21,14.0253,17.8075,1.2734,,,0.1513,-0.1313
2025-01-17,67.6,68.63,69.62,18.33,-1.03,-0.99,1.5802,65.18,14.6908,18.0455,1.2477,,,0.076,-0.0635
2025-01-21,67.66,68.78,69.81,18.61,-1.12,-1.03,1.5807,70.85,14.7102,17.9912,1.2651,,,0.1454,-0.1303
2025-01-22,67.14,68.28,69.37,18.71,-1.14,-1.09,1.5763,72.32,14.3587,17.857,1.303,,,0.163,-0.145
2025-01-23,67.47,68.54,69.64,18.58,-1.07,-1.1,1.5791,67.76,14.4728,17.7437,1.2838,,,0.1066,-0.093
2025-01-24,67.61,68.67,69.77,18.69,-1.06,-1.1,1.5803,67.08,14.405,17.738,1.2975,,,0.0983,-0.0859
2025-01-27,67.27,68.36,69.51,18.7,-1.09,-1.15,1.5774,69.1,14.0988,17.7451,1.3264,,,0.1234,-0.1088
2025-01-28,66.98,68.11,69.25,18.46,-1.13,-1.14,1.5749,71.75,14.1229,17.6762,1.3071,,,0.1563,-0.1391
2025-01-29,66.66,67.8,68.96,18.29,-1.14,-1.16,1.5722,72.51,13.8242,17.6739,1.323,,,0.1658,-0.1472
2025-01-30,66.27,67.54,68.74,18.42,-1.27,-1.2,1.5688,80.95,13.8797,17.5971,1.3271,,,0.27,-0.2446
2025-01-31,65.88,67.04,68.23,18.73,-1.16,-1.19,1.5655,74.1,13.8939,17.6193,1.3481,,,0.1851,-0.1624
2025-02-03,66.04,67.11,68.22,18.33,-1.07,-1.11,1.5668,68.29,13.748,17.6314,1.3333,,,0.113,-0.0952
2025-02-04,66.94,68.05,69.1,19.19,-1.11,-1.05,1.5746,70.49,14.369,17.869,1.3355,,,0.1397,-0.125
2025-02-05,66.04,67.2,68.34,18.89,-1.16,-1.14,1.5668,74.04,14.8303,17.5648,1.2737,,,0.1828,-0.1619
2025-02-06,66.03,67.22,68.37,18.95,-1.19,-1.15,1.5668,75.95,13.4645,17.5661,1.4074,,,0.2051,-0.1834
2025-02-07,65.63,66.82,67.96,18.58,-1.19,-1.14,1.5633,76.12,13.3394,17.2317,1.3929,,,0.2058,-0.1823
2025-02-10,66.54,67.71,68.8,19.23,-1.17,-1.09,1.5711,74.47,14.0597,17.2996,1.3677,,,0.1833,-0.1656
2025-02-11,67.4,68.45,69.47,18.93,-1.05,-1.02,1.5785,66.52,14.6066,17.5099,1.296,,,0.0829,-0.0739
2025-02-12,67.47,68.57,69.49,18.68,-1.1,-0.92,1.5791,69.66,14.5291,17.4306,1.2857,,,0.1205,-0.1104
2025-02-13,66.83,67.98,68.88,18.29,-1.15,-0.9,1.5736,73.08,14.7631,16.9173,1.2389,,,0.1608,-0.1461
2025-02-14,67.11,68.31,69.11,18.26,-1.2,-0.8,1.576,76.14,14.8038,16.929,1.2335,,,0.1974,-0.1827
2025-02-18,67.51,68.82,69.69,18.69,-1.31,-0.87,1.5795,82.94,14.4235,16.9522,1.2958,,,0.2794,-0.2632
2025-02-19,66.24,67.68,68.67,18.08,-1.44,-0.99,1.5686,91.8,14.702,16.7057,1.2298,,,0.3861,-0.3579
2025-02-20,65.97,67.47,68.47,17.74,-1.5,-1.0,1.5662,95.77,14.7214,16.5573,1.205,,,0.4319,-0.3999
2025-02-21,66.08,67.34,68.31,17.87,-1.26,-0.97,1.5672,80.4,14.7196,14.8015,1.214,,,0.2393,-0.2182
2025-02-24,66.51,67.88,68.8,18.42,-1.37,-0.92,1.5709,87.21,14.8128,14.1223,1.2435,,,0.3203,-0.2974
2025-02-25,65.96,67.37,68.3,18.16,-1.41,-0.93,1.5662,90.03,13.6081,14.1642,1.3345,,,0.3489,-0.321
2025-02-26,65.37,66.87,67.87,17.74,-1.5,-1.0,1.5611,96.09,13.4883,14.2086,1.3152,,,0.4181,-0.3823
2025-02-27,65.2,66.6,67.68,17.5,-1.4,-1.08,1.5596,89.77,13.4924,14.2077,1.297,,,0.3319,-0.2991
2025-02-28,63.88,65.25,66.39,17.41,-1.37,-1.14,1.5483,88.48,14.5041,13.871,1.2004,,,0.3086,-0.2686
2025-03-03,65.51,66.62,68.09,18.01,-1.11,-1.47,1.5623,71.05,15.9339,14.9358,1.1303,,,0.0774,-0.0578
2025-03-04,63.24,64.52,66.52,19.96,-1.28,-2.0,1.5428,82.97,18.3164,16.4659,1.0897,,,0.224,-0.1835
2025-03-05,63.67,64.87,66.84,19.73,-1.2,-1.97,1.5465,77.59,18.4821,16.5635,1.0675,,,0.1473,-0.1132
2025-03-06,65.21,66.33,68.09,20.25,-1.12,-1.76,1.5597,71.81,19.8566,17.1838,1.0198,,,0.0649,-0.0424
2025-03-07,66.07,67.15,68.46,19.82,-1.08,-1.31,1.5671,68.92,20.2065,17.4302,0.9809,,,0.0196,-0.0027
2025-03-10,66.0,67.21,68.66,20.51,-1.21,-1.45,1.5665,77.24,20.1896,17.3884,1.0159,,,0.1226,-0.1
2025-03-11,66.0,67.19,68.85,20.25,-1.19,-1.66,1.5665,75.97,20.1505,17.2527,1.0049,,,0.0984,-0.0761
2025-03-12,66.98,68.16,69.65,20.95,-1.18,-1.49,1.5749,74.93,20.5998,17.5523,1.017,,,0.0786,-0.0619
2025-03-13,66.53,67.7,69.2,21.08,-1.17,-1.5,1.571,74.47,20.6469,17.4475,1.021,,,0.0667,-0.0479
2025-03-14,67.37,68.6,69.98,21.48,-1.23,-1.38,1.5783,77.93,20.8856,17.6485,1.0285,,,0.1082,-0.0922
2025-03-17,66.98,68.24,69.86,21.16,-1.26,-1.62,1.5749,80.01,20.883,17.6539,1.0133,,,0.1319,-0.1125
2025-03-18,66.47,67.88,69.56,21.15,-1.41,-1.68,1.5705,89.78,21.0081,17.6296,1.0068,,,0.2603,-0.2327
2025-03-19,66.35,67.84,69.52,20.93,-1.49,-1.68,1.5695,94.93,20.63,17.6266,1.0145,,,0.3257,-0.2945
2025-03-20,66.08,67.57,69.36,20.5,-1.49,-1.79,1.5672,95.07,20.2816,17.6342,1.0108,,,0.3225,-0.2895
2025-03-21,65.27,66.79,68.66,20.23,-1.52,-1.87,1.5602,97.42,20.5955,17.2817,0.9823,,,0.3501,-0.3101
2025-03-24,65.42,67.03,68.93,20.36,-1.61,-1.9,1.5615,103.11,20.5373,17.2086,0.9914,,,0.4237,-0.3813
2025-03-25,65.14,66.75,68.8,20.13,-1.61,-2.05,1.5591,103.26,20.1401,17.2229,0.9995,,,0.4215,-0.3772
2025-03-26,65.68,67.22,69.29,20.4,-1.54,-2.07,1.5638,98.48,19.9146,17.3151,1.0244,,,0.3517,-0.3148
2025-03-27,67.07,68.34,70.29,20.88,-1.27,-1.95,1.5757,80.6,20.8912,17.842,0.9995,,,0.1013,-0.0838
2025-03-28,66.9,68.1,70.09,21.15,-1.2,-1.99,1.5742,76.23,20.7173,17.8469,1.0209,,,0.0386,-0.0228
2025-03-31,66.83,67.99,69.92,21.04,-1.16,-1.93,1.5736,73.72,20.6817,17.8375,1.0173,,,0.0016,0.013
2025-04-01,68.25,69.18,70.81,21.04,-0.93,-1.63,1.5858,58.65,21.5125,18.1618,0.978,,,-0.2091,0.2092
2025-04-02,67.8,68.71,70.39,20.97,-0.91,-1.68,1.582,57.52,20.8332,17.9469,1.0066,,,-0.2252,0.2262
2025-04-03,64.8,65.71,67.55,21.46,-0.91,-1.84,1.5562,58.48,24.7223,20.1797,0.868,,,-0.2113,0.2252
2025-04-04,63.36,64.56,66.16,22.29,-1.2,-1.6,1.5438,77.73,25.5078,20.6489,0.8739,,,0.0561,-0.0213
2025-04-07,65.99,66.89,68.23,23.0,-0.9,-1.34,1.5664,57.46,28.2075,22.3444,0.8154,,,-0.2234,0.2307
2025-04-08,65.55,66.33,67.75,22.45,-0.78,-1.42,1.5626,49.92,28.1714,21.9357,0.7969,,,-0.3253,0.3292
2025-04-09,66.63,67.31,68.47,22.71,-0.68,-1.16,1.5719,43.26,28.4407,22.1139,0.7985,,,-0.4145,0.4103
2025-04-10,66.47,67.0,68.28,22.47,-0.53,-1.28,1.5705,33.75,28.4388,22.1152,0.7901,,,-0.5426,0.5333
2025-04-11,65.89,67.01,68.51,22.66,-1.12,-1.5,1.5656,71.54,27.8817,22.165,0.8127,,,-0.0161,0.0306
2025-04-14,64.09,65.35,66.94,21.87,-1.26,-1.59,1.5501,81.29,28.1118,22.6549,0.778,,,0.1212,-0.0907
2025-04-15,65.08,66.12,67.6,20.74,-1.04,-1.48,1.5586,66.73,26.4883,22.721,0.783,,,-0.0777,0.0923
2025-04-16,65.79,66.37,67.91,20.5,-0.58,-1.54,1.5647,37.07,26.5922,22.8409,0.7709,,,-0.4864,0.4796
2025-04-17,66.32,67.13,68.44,20.15,-0.81,-1.31,1.5692,51.62,25.7952,22.8554,0.7812,,,-0.2812,0.2808
2025-04-21,65.77,66.82,68.3,20.49,-1.05,-1.48,1.5645,67.11,25.6372,22.8899,0.7992,,,-0.0612,0.0718
2025-04-22,67.04,67.22,68.71,20.14,-0.18,-1.49,1.5754,11.43,26.2356,23.2336,0.7677,,,-0.831,0.8076
2025-04-23,68.75,69.03,69.97,21.07,-0.28,-0.94,1.5901,17.61,27.1903,23.7807,0.7749,,,-0.7385,0.716
2025-04-24,67.3,69.17,70.37,20.74,-1.87,-1.2,1.5777,118.53,27.6529,24.1755,0.75,,,0.6684,-0.6421
2025-04-25,66.85,68.8,69.97,20.47,-1.95,-1.17,1.5738,123.9,27.6522,24.1952,0.7403,,,0.7407,-0.7084
2025-04-28,66.38,67.55,69.01,21.18,-1.17,-1.46,1.5698,74.53,27.4722,24.2088,0.771,,,0.0533,-0.0434
2025-04-29,66.35,66.49,68.27,20.27,-0.14,-1.78,1.5695,8.92,27.426,24.1776,0.7391,0.0364,-0.9117,-0.8557,0.8308
2025-04-30,65.77,66.02,67.79,21.06,-0.25,-1.77,1.5645,15.98,27.4544,24.2409,0.7671,0.315,-0.7854,-0.7526,0.7321
